price,sqft,location,bathrooms,bhk,area_type
13500000,1800,Sector 7 Dwarka,3,4,Super built-up Area
13500000,1800,Sector 7 Dwarka,2,2,Super built-up Area
11000000,1400,Sector 11 Dwarka,2,3,Super built-up Area
2100000,540,Uttam Nagar,3,2,Super built-up Area
2200000,540,Uttam Nagar,3,2,Super built-up Area
2300000,600,nawada,2,3,Super built-up Area
7000000,800,Sector 23 Rohini,2,2,Super built-up Area
8500000,1800,Chattarpur,2,1,Super built-up Area
29500000,2400,Sector 2 Dwarka,2,3,Built-up Area
25000000,1440,Lajpat Nagar,3,4,Plot Area
7800000,1100,South Extension 2,5,3,Built-up Area
16500000,1900,Sector 5 Dwarka,4,4,Built-up Area
20000000,2000,Sector 12 Dwarka,2,2,Super built-up Area
16900000,1700,Sector 4 Dwarka,2,2,Super built-up Area
27500000,2000,Sector 10 Dwarka,2,3,Super built-up Area
17500000,1800,Sector 16B Dwarka,2,3,Super built-up Area
14900000,1700,Sector 7 Dwarka,2,5,Super built-up Area
25000000,2400,Sector 2 Dwarka,2,2,Super built-up Area
2400000,585,Govindpuri,3,2,Super built-up Area
13899999,1500,Sector 19 Dwarka,2,3,Super built-up Area
14000000,1850,Sector 9 Dwarka,2,2,Super built-up Area
13200000,1350,Dwarka Mor,3,1,Super built-up Area
8500000,1100,Sector 11 Dwarka,2,3,Super built-up Area
18500000,1750,Sector 19 Dwarka,4,2,Plot Area
13799999,1300,Sector 11 Dwarka,3,2,Super built-up Area
10800000,1200,Sector 12 Dwarka,2,3,Super built-up Area
12800000,1750,Sector 7 Dwarka,3,3,Built-up Area
3600000,675,Uttam Nagar,7,2,Plot Area
4700000,810,Uttam Nagar,2,3,Super built-up Area
4650000,810,Uttam Nagar,2,3,Super built-up Area
4200000,785,nawada,3,3,Super built-up Area
4700000,810,Uttam Nagar,3,2,Super built-up Area
3200000,750,Uttam Nagar,4,3,Plot Area
2600000,500,Uttam Nagar,2,4,Super built-up Area
2700000,550,Bindapur,2,1,Super built-up Area
3300000,540,Uttam Nagar,3,3,Super built-up Area
5000000,1000,Uttam Nagar,2,9,Super built-up Area
4100000,800,Uttam Nagar,2,2,Super built-up Area
2550000,600,Uttam Nagar,2,1,Super built-up Area
2200000,550,Uttam Nagar,5,4,Plot Area
10500000,1100,Sector 10 Dwarka,2,4,Super built-up Area
5350000,900,Mahavir Enclave,4,8,Plot Area
2800000,540,nawada,2,1,Super built-up Area
4500000,810,nawada,3,2,Super built-up Area
5600000,900,Mahavir Enclave,2,1,Super built-up Area
5400000,900,Mahavir Enclave,2,2,Super built-up Area
5700000,950,Mahavir Enclave,2,1,Super built-up Area
3600000,675,Mahavir Enclave,2,3,Super built-up Area
3800000,550,Mahavir Enclave,6,1,Super built-up Area
5600000,900,Mahavir Enclave,2,2,Super built-up Area
5400000,900,Mahavir Enclave,3,1,Super built-up Area
6000000,1000,Mahavir Enclave,3,1,Super built-up Area
6000000,990,Mahavir Enclave,2,2,Super built-up Area
6000000,990,Mahavir Enclave,1,3,Super built-up Area
16500000,2302,Shanti Park Dwarka,2,2,Super built-up Area
12000000,1638,Shanti Park Dwarka,2,3,Super built-up Area
10000000,1245,Shanti Park Dwarka,3,4,Built-up Area
10000000,1245,Shanti Park Dwarka,2,3,Super built-up Area
17500000,2302,Shanti Park Dwarka,3,3,Super built-up Area
18000000,2302,Shanti Park Dwarka,2,2,Super built-up Area
2450000,585,Govindpuri,3,3,Super built-up Area
3800000,820,Govindpuri,2,4,Super built-up Area
2500000,585,Govindpuri,3,4,Super built-up Area
2300000,540,Govindpuri,2,1,Super built-up Area
2400000,585,Govindpuri,3,2,Super built-up Area
2400000,500,Govindpuri,1,4,Super built-up Area
2400000,600,Govindpuri,1,4,Built-up Area
2400000,500,Govindpuri,2,3,Carpet Area
2500000,500,Govindpuri,2,4,Built-up Area
2300000,540,Govindpuri,2,4,Super built-up Area
2400000,500,Govindpuri,4,2,Plot Area
5500000,900,Mahavir Enclave,2,2,Super built-up Area
5500000,900,Mahavir Enclave,5,4,Super built-up Area
5500000,900,Mahavir Enclave,2,4,Super built-up Area
3800000,675,Uttam Nagar,2,3,Super built-up Area
29200000,2500,Sector 22 Dwarka,1,4,Built-up Area
46500000,3200,Sector 11 Dwarka,2,2,Built-up Area
15500000,1600,Sector 10 Dwarka,3,4,Built-up Area
12000000,1500,Sector 12 Dwarka,2,3,Super built-up Area
8500000,1350,Sector 19 Dwarka,2,3,Built-up Area
8000000,1000,Sector 17 Dwarka,2,3,Built-up Area
16500000,1600,Sector 10 Dwarka,1,4,Plot Area
14000000,1600,Sector 10 Dwarka,2,4,Super built-up Area
11500000,1300,Sector 6 Dwarka,2,4,Super built-up Area
15000000,850,Sheikh Sarai,3,4,Super built-up Area
9500000,1100,Sidhartha Nagar,2,4,Super built-up Area
12000000,1500,Sector 4 Dwarka,2,4,Super built-up Area
15500000,1550,Jasola,2,4,Super built-up Area
13500000,1400,Sector 24 Rohini,6,4,Built-up Area
18000000,2250,Sector 24 Rohini,2,6,Built-up Area
4500000,700,Sector 24 Rohini,3,3,Super built-up Area
6000000,800,Sector 24 Rohini,3,1,Super built-up Area
8500000,750,Vasant Kunj,3,4,Plot Area
4600000,850,Uttam Nagar,2,3,Super built-up Area
5600000,1000,Uttam Nagar,2,2,Super built-up Area
16000000,1700,Sector 10 Dwarka,2,3,Super built-up Area
14500000,1700,Sector 4 Dwarka,2,3,Super built-up Area
11500000,1000,Sector 6 Dwarka,5,1,Plot Area
28000000,2800,Sector 11 Dwarka,5,4,Plot Area
13100000,1300,Sector 10 Dwarka,2,2,Super built-up Area
11000000,1100,Sector 19 Dwarka,3,4,Plot Area
12800000,1600,Sector 5 Dwarka,3,1,Super built-up Area
21000000,1900,Sector 10 Dwarka,3,2,Super built-up Area
9500000,950,Kalkaji,3,5,Super built-up Area
22500000,1450,Sector-D Vasant Kunj,2,5,Super built-up Area
21000000,2400,Sector 10 Dwarka,2,4,Built-up Area
32500000,2400,Sector 11 Dwarka,7,3,Plot Area
9500000,900,Hauz Khas,2,6,Super built-up Area
10000000,800,Kalkaji Extension,8,9,Plot Area
14500000,1125,Greater kailash 1,3,4,Super built-up Area
16500000,2400,Sector 11 Dwarka,2,4,Super built-up Area
11100000,1215,Kalkaji,2,1,Super built-up Area
8000000,1050,Lajpat Nagar III,2,4,Built-up Area
17000000,950,Safdarjung Enclave,4,4,Plot Area
21000000,2400,Sector 10 Dwarka,3,3,Super built-up Area
20000000,1150,Vasant Kunj,2,4,Super built-up Area
18000000,1700,Sector 19 Dwarka,4,3,Super built-up Area
25000000,1500,Vasant Kunj,3,4,Plot Area
18800000,1700,Sector 4 Dwarka,3,3,Super built-up Area
20000000,1800,Lajpat Nagar,5,4,Plot Area
16000000,1450,South Extension 2,3,2,Plot Area
21900000,1500,Lajpat Nagar III,1,4,Super built-up Area
15000000,1900,Greater Kailash II,1,3,Super built-up Area
17600000,2400,Sector 10 Dwarka,2,5,Super built-up Area
19900000,2300,Sector 10 Dwarka,3,3,Super built-up Area
15500000,1800,Sector 6 Dwarka,1,1,Built-up Area
14500000,1125,Greater kailash 1,3,4,Built-up Area
18800000,1700,Sector 4 Dwarka,2,2,Super built-up Area
20000000,1800,Lajpat Nagar,2,4,Built-up Area
16000000,1450,South Extension 2,2,3,Super built-up Area
21900000,1500,Lajpat Nagar III,4,2,Built-up Area
15000000,1900,Greater Kailash II,4,2,Super built-up Area
16500000,1850,Sector 5 Dwarka,3,4,Built-up Area
16000000,1600,Hauz Khas,3,4,Built-up Area
15800000,1850,Sector 4 Dwarka,2,2,Built-up Area
28500000,1800,Hauz Khas,2,3,Plot Area
20000000,1150,Vasant Kunj,3,7,Super built-up Area
18900000,1250,Jasola,2,6,Built-up Area
17000000,950,Safdarjung Enclave,6,4,Built-up Area
15500000,1800,Sainik Farms,2,3,Super built-up Area
8000000,1050,Lajpat Nagar III,1,4,Super built-up Area
20500000,2500,Sector 6 Dwarka,4,3,Plot Area
20000000,1800,Lajpat Nagar,4,2,Super built-up Area
16000000,1450,South Extension 2,5,4,Plot Area
15100000,1700,Sector 10 Dwarka,3,4,Super built-up Area
19000000,1700,Sector 4 Dwarka,2,4,Super built-up Area
17000000,2300,Sector 13 Dwarka,4,3,Built-up Area
15500000,1750,Sector 13 Dwarka,3,9,Built-up Area
13500000,1250,Sarita Vihar,5,4,Super built-up Area
2500000,550,Uttam Nagar,3,2,Super built-up Area
5200000,1000,Mansa Ram Park,,2,Built-up Area
4900000,1000,Uttam Nagar,4,4,Plot Area
4000000,900,Uttam Nagar,2,4,Super built-up Area
2500000,500,Uttam Nagar,,4,Super built-up Area
5500000,1100,Uttam Nagar,2,1,Super built-up Area
3700000,800,Uttam Nagar,6,5,Plot Area
3500000,750,Uttam Nagar,2,4,Super built-up Area
3000000,600,Uttam Nagar,3,3,Super built-up Area
3400000,700,Uttam Nagar,2,4,Super built-up Area
5600000,1000,Uttam Nagar,2,3,Super built-up Area
5300000,1000,Mansa Ram Park,2,3,Super built-up Area
4500000,900,Uttam Nagar,3,4,Plot Area
3800000,850,nawada,2,4,Built-up Area
4500000,850,Uttam Nagar,2,4,Super built-up Area
5300000,1000,Mansa Ram Park,2,7,Super built-up Area
3200000,540,Uttam Nagar,3,3,Super built-up Area
3200000,540,Uttam Nagar,2,4,Super built-up Area
13500000,1300,Sector 7 Dwarka,3,3,Built-up Area
10500000,1000,Sector 4 Dwarka,2,4,Built-up Area
15800000,1600,Sector 11 Dwarka,1,3,Super built-up Area
15800000,1600,Sector 11 Dwarka,2,3,Super built-up Area
16500000,1700,Sector 22 Dwarka,2,2,Super built-up Area
16200000,1600,Sector 4 Dwarka,4,1,Built-up Area
14800000,1700,Sector 4 Dwarka,5,5,Super built-up Area
18000000,2000,Sector 12 Dwarka,2,2,Super built-up Area
22000000,2100,Sector-18 Dwarka,2,3,Super built-up Area
19500000,1800,Sector 11 Dwarka,2,1,Super built-up Area
14500000,1600,Sector 11 Dwarka,3,3,Super built-up Area
18500000,1900,Sector 9 Dwarka,2,4,Super built-up Area
18200000,1700,Sector 12 Dwarka,3,4,Super built-up Area
13500000,1450,Sector 4 Dwarka,3,3,Super built-up Area
13100000,1530,Sector 7 Dwarka,2,4,Super built-up Area
21000000,2100,Sector 19 Dwarka,4,5,Plot Area
28500000,3300,Sector 19 Dwarka,3,3,Super built-up Area
15500000,1600,Sector 10 Dwarka,1,3,Super built-up Area
15500000,1600,Sector 12 Dwarka,7,3,Plot Area
15200000,1400,Sector 10 Dwarka,2,2,Plot Area
25400000,2200,Sector 22 Dwarka,2,4,Built-up Area
14500000,1600,Sector 6 Dwarka,4,4,Super built-up Area
17500000,1700,Sector 6 Dwarka,2,2,Super built-up Area
14800000,1700,Sector 3 Dwarka,2,6,Super built-up Area
12800000,1500,Sector 10 Dwarka,2,4,Super built-up Area
24000000,2200,Sector-18 Dwarka,2,1,Super built-up Area
11500000,1100,Sector 22 Dwarka,2,2,Super built-up Area
28500000,3300,Sector 19 Dwarka,2,2,Super built-up Area
15500000,1600,Sector 10 Dwarka,3,3,Super built-up Area
15500000,1600,Sector 12 Dwarka,3,3,Built-up Area
13500000,1300,Sector 7 Dwarka,4,4,Super built-up Area
15500000,1500,Sector 6 Dwarka,2,3,Super built-up Area
16000000,1800,Sector 10 Dwarka,2,4,Built-up Area
14100000,1600,Sector 19 Dwarka,7,4,Plot Area
15500000,1500,Sector 19 Dwarka,2,4,Super built-up Area
24500000,2150,Sector 10 Dwarka,2,3,Super built-up Area
19800000,2500,Sector 11 Dwarka,2,4,Super built-up Area
18500000,2200,Sector 18A Dwarka,2,3,Super built-up Area
19500000,2200,Sector 19 Dwarka,1,4,Super built-up Area
7000000,900,Sector 17 Dwarka,3,3,Super built-up Area
19500000,2500,Sector 18A Dwarka,2,3,Super built-up Area
14000000,1750,Sector 13 Dwarka,2,3,Super built-up Area
6500000,1000,Uttam Nagar,2,4,Super built-up Area
5800000,900,Uttam Nagar,3,3,Plot Area
4700000,820,Uttam Nagar,4,1,Plot Area
2700000,625,Uttam Nagar,2,2,Super built-up Area
2400000,525,Uttam Nagar,3,3,Super built-up Area
3500000,750,Uttam Nagar,2,2,Super built-up Area
4200000,850,Uttam Nagar,2,3,Super built-up Area
4600000,1200,Uttam Nagar,6,4,Super built-up Area
2000000,500,Uttam Nagar,2,6,Super built-up Area
2700000,560,Uttam Nagar,2,2,Super built-up Area
2800000,580,Uttam Nagar,3,3,Super built-up Area
3500000,950,Uttam Nagar,3,2,Plot Area
2900000,675,Uttam Nagar,2,3,Super built-up Area
3300000,810,Uttam Nagar,2,3,Super built-up Area
4200000,1100,Uttam Nagar,2,4,Built-up Area
14000000,1600,Sector 4 Dwarka,2,4,Super built-up Area
17000000,1800,Sector 10 Dwarka,2,4,Super built-up Area
17000000,1800,Sector 10 Dwarka,3,2,Super built-up Area
2700000,630,Jamia Nagar,3,4,Super built-up Area
2600000,630,Jamia Nagar,3,4,Built-up Area
2600000,630,Jamia Nagar,2,3,Built-up Area
2500000,630,Jamia Nagar,3,4,Super built-up Area
26500000,2400,Sector 22 Dwarka,3,3,Super built-up Area
22000000,2200,Sector 19 Dwarka,3,4,Super built-up Area
22500000,2600,Sector 19 Dwarka,4,3,Built-up Area
21000000,2400,Sector 11 Dwarka,3,4,Super built-up Area
18000000,2000,Sector-18 Dwarka,2,3,Plot Area
17000000,2100,Sector 12 Dwarka,2,4,Super built-up Area
7000000,1200,Sector 23 Rohini,2,8,Super built-up Area
9500000,1125,Budh Vihar,7,4,Built-up Area
5500000,800,Budh Vihar,2,4,Super built-up Area
8000000,1125,Sector 20 Rohini,2,3,Super built-up Area
8500000,1125,Sector 20 Rohini,3,4,Super built-up Area
8500000,1200,Sector 20 Rohini,2,3,Super built-up Area
7500000,1200,Sector 20 Rohini,4,4,Super built-up Area
8000000,1200,Sector 20 Rohini,3,2,Super built-up Area
24000000,1450,Vasant Kunj,2,4,Super built-up Area
5000000,920,Uttam Nagar,3,2,Super built-up Area
2100000,500,Uttam Nagar,5,3,Built-up Area
7500000,800,Rohini sector 24,2,6,Super built-up Area
15000000,1600,Sector 22 Rohini,1,2,Super built-up Area
8000000,1450,Sector 22 Rohini,6,3,Plot Area
12000000,1150,Sector 22 Rohini,2,4,Super built-up Area
5000000,750,Sector 22 Rohini,2,3,Built-up Area
4000000,600,Sector 22 Rohini,2,4,Super built-up Area
7900000,1125,Sector 23 Rohini,2,3,Super built-up Area
16500000,1700,Sector 18A Dwarka,2,5,Built-up Area
2750000,650,Uttam Nagar,3,4,Super built-up Area
2500000,540,Uttam Nagar,4,8,Plot Area
2850000,650,Uttam Nagar,2,4,Built-up Area
3811000,800,Uttam Nagar,2,4,Super built-up Area
2150000,525,Uttam Nagar,4,5,Super built-up Area
3651000,750,Uttam Nagar,3,3,Super built-up Area
3651000,750,Uttam Nagar,3,2,Built-up Area
3000000,600,Uttam Nagar,2,5,Super built-up Area
2030000,560,Uttam Nagar,2,4,Super built-up Area
14800000,1800,Sector 10 Dwarka,7,4,Plot Area
4500000,900,Uttam Nagar,3,4,Built-up Area
2611000,600,Uttam Nagar,1,4,Built-up Area
2100000,500,Bindapur,3,3,Super built-up Area
3200000,750,Uttam Nagar,3,3,Built-up Area
2751000,650,Uttam Nagar,1,4,Carpet Area
3600000,750,Uttam Nagar,4,5,Super built-up Area
4000000,850,Uttam Nagar,3,1,Built-up Area
3211000,750,Uttam Nagar,2,5,Super built-up Area
2351000,500,Uttam Nagar,3,4,Plot Area
3700000,750,Uttam Nagar,5,3,Built-up Area
3200000,750,Uttam Nagar,3,1,Super built-up Area
3511000,750,Uttam Nagar,2,3,Built-up Area
2351000,525,Uttam Nagar,2,3,Super built-up Area
3751000,800,Uttam Nagar,4,4,Plot Area
3851000,810,Uttam Nagar,2,1,Super built-up Area
2351000,540,Uttam Nagar,2,3,Super built-up Area
3911000,800,Uttam Nagar,2,4,Super built-up Area
2150000,525,Uttam Nagar,2,4,Built-up Area
3520000,750,Uttam Nagar,3,3,Super built-up Area
2899000,540,Uttam Nagar,2,4,Super built-up Area
2550000,540,Uttam Nagar,9,4,Super built-up Area
2851000,600,Uttam Nagar,2,4,Super built-up Area
3521000,800,Uttam Nagar,3,3,Super built-up Area
3411000,750,Bindapur,3,4,Super built-up Area
3900000,720,Uttam Nagar,3,3,Built-up Area
4010000,900,Uttam Nagar,5,2,Super built-up Area
2499000,540,Uttam Nagar,2,4,Built-up Area
2710000,600,Uttam Nagar,5,2,Built-up Area
2511000,600,Uttam Nagar,2,5,Super built-up Area
2511000,500,Uttam Nagar,2,4,Built-up Area
3621000,800,Uttam Nagar,2,4,Super built-up Area
2211000,500,Uttam Nagar,2,3,Super built-up Area
4000000,720,nawada,2,3,Super built-up Area
4700000,810,Mansa Ram Park,2,6,Super built-up Area
4700000,855,Mansa Ram Park,3,4,Super built-up Area
4000000,830,Dwarka Mor,2,3,Super built-up Area
15000000,1800,Sector 6 Dwarka,2,4,Super built-up Area
2651000,600,Uttam Nagar,2,4,Built-up Area
2351000,525,Uttam Nagar,2,4,Super built-up Area
3521000,750,Uttam Nagar,2,3,Plot Area
2311000,500,Uttam Nagar,3,1,Carpet Area
4211000,900,Uttam Nagar,2,1,Super built-up Area
4151000,900,nawada,2,5,Built-up Area
2350000,540,Mansa Ram Park,2,6,Super built-up Area
2851000,600,Uttam Nagar,2,5,Super built-up Area
4100000,900,Dwarka Mor,3,1,Built-up Area
3611000,800,Uttam Nagar,2,4,Super built-up Area
2000000,500,Uttam Nagar,3,4,Super built-up Area
2100000,500,Uttam Nagar,1,3,Super built-up Area
3621000,750,Uttam Nagar,3,4,Super built-up Area
2200000,525,Uttam Nagar,2,4,Super built-up Area
3850000,800,Uttam Nagar,2,3,Built-up Area
3611000,750,Uttam Nagar,2,4,Super built-up Area
2311000,540,Uttam Nagar,2,4,Super built-up Area
3500000,675,Mansa Ram Park,2,4,Super built-up Area
3750000,800,Uttam Nagar,3,4,Super built-up Area
16399999,1650,Alaknanda,2,4,Super built-up Area
15600000,1300,Alaknanda,2,4,Built-up Area
25000000,1650,greater kailash Enclave 1,2,4,Built-up Area
19000000,1650,greater kailash Enclave 1,1,4,Plot Area
15100000,1350,Greater Kailash,3,4,Super built-up Area
16700000,1350,Kalkaji,4,4,Super built-up Area
19000000,1450,Alaknanda,4,4,Super built-up Area
19000000,1450,Alaknanda,3,3,Super built-up Area
15000000,1200,Alaknanda,2,3,Super built-up Area
15500000,1250,Alaknanda,2,3,Built-up Area
18700000,1450,Alaknanda,1,4,Super built-up Area
18300000,1400,Alaknanda,1,3,Super built-up Area
13500000,1400,Sector 24 Rohini,4,4,Plot Area
27500000,2250,Sector 24 Rohini,3,2,Super built-up Area
2200000,300,Sector 24 Rohini,3,3,Built-up Area
2600000,400,Sector 24 Rohini,1,4,Super built-up Area
6000000,700,Sector 24 Rohini,2,3,Super built-up Area
7000000,800,Sector 24 Rohini,2,2,Super built-up Area
5500000,600,Sector 24 Rohini,2,8,Built-up Area
16500000,1350,Kalkaji,3,5,Super built-up Area
15700000,1650,Alaknanda,2,3,Plot Area
16500000,1350,Alaknanda,2,4,Super built-up Area
15000000,1350,Alaknanda,2,3,Super built-up Area
18500000,1450,Alaknanda,5,4,Plot Area
18900000,1450,Alaknanda,2,3,Super built-up Area
19600000,1450,Alaknanda,3,3,Super built-up Area
16500000,1350,Alaknanda,2,4,Super built-up Area
21500000,1650,Alaknanda,2,1,Super built-up Area
24500000,1550,Kalkaji,2,3,Super built-up Area
19000000,1550,Alaknanda,2,2,Super built-up Area
14100000,1250,Alaknanda,3,3,Plot Area
22900000,1650,Alaknanda,3,2,Super built-up Area
15500000,1250,Kalkaji,2,4,Super built-up Area
20500000,1450,Alaknanda,2,2,Super built-up Area
15700000,1550,Alaknanda,2,4,Built-up Area
22500000,1650,Kalkaji,1,3,Built-up Area
19000000,1450,Alaknanda,3,6,Built-up Area
16700000,1700,Kalkaji,2,5,Super built-up Area
15500000,1250,Alaknanda,2,4,Super built-up Area
17000000,1300,Alaknanda,2,4,Super built-up Area
16000000,1350,Kalkaji,2,5,Super built-up Area
15500000,1250,Kalkaji,2,3,Super built-up Area
19000000,1400,Alaknanda,5,5,Super built-up Area
14500000,1200,Kalkaji,2,4,Super built-up Area
13799999,1250,Alaknanda,1,4,Plot Area
19500000,1450,Alaknanda,4,4,Plot Area
19500000,1650,Alaknanda,2,1,Super built-up Area
9000000,2200,Chattarpur,2,4,Built-up Area
4299000,750,Dwarka Mor,2,4,Carpet Area
3200000,800,Dwarka Mor,2,3,Super built-up Area
2499000,700,Dwarka Mor,3,3,Super built-up Area
7000000,1170,DLF Farms,2,4,Built-up Area
15500000,1850,Sector 13 Dwarka,2,2,Super built-up Area
13799999,1800,Sector 13 Dwarka,3,1,Built-up Area
13200000,1750,Sector 3 Dwarka,8,3,Plot Area
13000000,1800,Sector 22 Dwarka,1,4,Super built-up Area
13000000,1750,Sector 7 Dwarka,6,5,Plot Area
25000000,1650,Vasant Kunj,2,2,Super built-up Area
4499000,850,Uttam Nagar,3,4,Super built-up Area
2799000,600,Uttam Nagar,2,3,Built-up Area
3799000,750,Uttam Nagar,3,2,Super built-up Area
3500000,700,Uttam Nagar,3,3,Built-up Area
3900000,750,Uttam Nagar,4,4,Built-up Area
7000000,600,Vasant Kunj,2,4,Carpet Area
9000000,650,Vasant Kunj,2,3,Super built-up Area
7500000,600,Vasant Kunj,2,3,Super built-up Area
13000000,1100,Vasant Kunj,2,3,Built-up Area
11000000,800,Vasant Kunj,2,4,Super built-up Area
19000000,1700,Vasant Kunj,2,4,Super built-up Area
7200000,581,Kalkaji,3,4,Super built-up Area
7500000,581,Vasant Kunj,2,4,Super built-up Area
2100000,500,Uttam Nagar,2,4,Super built-up Area
7000000,1150,Uttam Nagar,2,1,Super built-up Area
3699000,750,Uttam Nagar,3,5,Super built-up Area
3099000,650,Uttam Nagar,1,5,Built-up Area
4799000,850,Uttam Nagar,2,2,Super built-up Area
5800000,900,Dwarka Mor,2,2,Super built-up Area
4700000,820,Dwarka Mor,2,1,Super built-up Area
2700000,625,Dwarka Mor,2,1,Built-up Area
2400000,525,Dwarka Mor,2,1,Super built-up Area
3500000,750,Dwarka Mor,3,4,Built-up Area
4200000,850,Dwarka Mor,2,4,Super built-up Area
30000000,1800,Vasant Kunj,2,4,Super built-up Area
30000000,1800,Vasant Kunj,3,2,Plot Area
10000000,1000,Paschim Vihar,2,3,Super built-up Area
6900000,1250,Dwarka Mor,2,3,Super built-up Area
5500000,1050,Dwarka Mor,2,4,Super built-up Area
3190000,610,Dwarka Mor,2,3,Plot Area
3220000,640,Dwarka Mor,3,6,Super built-up Area
4700000,875,Dwarka Mor,2,1,Built-up Area
3210000,630,Dwarka Mor,2,4,Super built-up Area
3225000,650,Dwarka Mor,2,3,Super built-up Area
4300000,850,Dwarka Mor,2,4,Super built-up Area
4100000,800,Dwarka Mor,2,4,Built-up Area
2700000,600,Dwarka Mor,2,4,Super built-up Area
7500000,581,Vasant Kunj,2,4,Super built-up Area
10500000,1000,Vasant Kunj,2,3,Super built-up Area
7500000,600,Vasant Kunj,3,1,Super built-up Area
2599000,450,Uttam Nagar,3,3,Plot Area
2899000,650,Uttam Nagar,5,2,Built-up Area
4400000,800,Uttam Nagar,5,2,Super built-up Area
11000000,1000,Vasant Kunj,2,1,Super built-up Area
2650000,600,Vasant Kunj,2,4,Super built-up Area
4200000,800,nawada,2,2,Built-up Area
3500000,500,Pitampura,2,3,Built-up Area
21000000,1600,Vasant Kunj,2,4,Super built-up Area
21000000,1650,Vasant Kunj,1,1,Super built-up Area
21000000,1650,Vasant Kunj,3,1,Super built-up Area
3600000,738,Burari,3,4,Super built-up Area
5999000,900,Mehrauli,2,5,Super built-up Area
10500000,1500,Mehrauli,4,4,Plot Area
17500000,1600,Vasant Kunj,2,4,Super built-up Area
3200000,750,Khanpur,2,4,Built-up Area
11500000,1700,Sector 13 Dwarka,3,4,Super built-up Area
11500000,1450,Sector 13 Dwarka,2,4,Super built-up Area
9000000,1100,Paschim Vihar,2,4,Super built-up Area
16000000,1500,Pitampura,4,2,Built-up Area
4799000,950,Uttam Nagar,3,4,Built-up Area
2599000,450,Uttam Nagar,4,4,Built-up Area
2899000,650,Uttam Nagar,2,4,Super built-up Area
4400000,800,Uttam Nagar,3,1,Built-up Area
6100000,500,Saket,2,4,Super built-up Area
3200000,750,Chattarpur,3,4,Built-up Area
4700000,810,nawada,2,1,Built-up Area
4000000,770,nawada,2,3,Super built-up Area
4000000,720,nawada,3,4,Built-up Area
2700000,650,Uttam Nagar,1,2,Plot Area
2800000,450,Uttam Nagar,2,3,Super built-up Area
3400000,700,nawada,2,3,Super built-up Area
4000000,800,Dwarka Mor,2,5,Super built-up Area
3600000,850,Dwarka Mor,3,2,Built-up Area
2500000,550,Dwarka Mor,5,4,Plot Area
4200000,810,nawada,4,4,Plot Area
4200000,750,Uttam Nagar,4,3,Super built-up Area
4500000,900,Dwarka Mor,2,10,Super built-up Area
4300000,800,Uttam Nagar,2,2,Super built-up Area
3200000,750,Chattarpur,2,3,Super built-up Area
3200000,750,Chattarpur,2,3,Super built-up Area
7000000,600,Vasant Kunj,6,3,Built-up Area
23000000,1700,Vasant Kunj,7,1,Plot Area
5000000,600,Paschim Vihar,1,4,Super built-up Area
9500000,1100,Paschim Vihar,2,4,Super built-up Area
18000000,1800,Paschim Vihar,6,4,Built-up Area
2800000,450,Mahipalpur,3,3,Super built-up Area
4500000,800,Mehrauli,4,4,Plot Area
5000000,800,Mehrauli,2,4,Built-up Area
6200000,1000,Mehrauli,3,3,Super built-up Area
2800000,850,Mahipalpur,2,4,Super built-up Area
10000000,1500,Mehrauli,3,3,Super built-up Area
3000000,800,Vasant Kunj,2,3,Super built-up Area
3000000,800,Mahipalpur,3,1,Super built-up Area
3000000,800,Mahipalpur,2,3,Super built-up Area
11000000,1100,Vasant Kunj,2,3,Super built-up Area
6500000,581,Sector 6 Dwarka,4,2,Super built-up Area
18000000,1700,Vasant Kunj,5,3,Plot Area
6798999,581,Vasant Kunj,2,4,Super built-up Area
16500000,900,Vasant Kunj,2,4,Super built-up Area
7000000,1000,Uttam Nagar,9,3,Plot Area
4700000,820,Uttam Nagar,5,3,Plot Area
2400000,500,Uttam Nagar,4,2,Built-up Area
2000000,450,Uttam Nagar,3,1,Super built-up Area
2700000,525,Uttam Nagar,5,5,Super built-up Area
3500000,750,Uttam Nagar,4,2,Plot Area
4200000,850,Uttam Nagar,4,1,Super built-up Area
4700000,820,Uttam Nagar,2,2,Super built-up Area
2500000,450,Uttam Nagar,3,6,Super built-up Area
2700000,525,Uttam Nagar,3,4,Super built-up Area
3500000,750,Uttam Nagar,2,4,Super built-up Area
4200000,850,Uttam Nagar,3,4,Plot Area
18000000,1100,Vasant Kunj,4,5,Carpet Area
18000000,1100,Vasant Kunj,3,4,Built-up Area
8000000,850,Paschim Vihar,3,5,Super built-up Area
7500000,750,Paschim Vihar,1,3,Super built-up Area
8500000,900,Paschim Vihar,5,2,Super built-up Area
6500000,650,Paschim Vihar,3,4,Built-up Area
7500000,600,Vasant Kunj,2,2,Super built-up Area
13000000,1105,Paschim Vihar,2,2,Super built-up Area
7000000,600,Paschim Vihar,2,2,Super built-up Area
13500000,1000,Vasant Kunj,6,1,Super built-up Area
13500000,1000,Vasant Kunj,2,1,Super built-up Area
16500000,1200,Vasant Kunj,2,4,Built-up Area
2800000,600,mayur vihar phase 1,2,4,Plot Area
20500000,1650,Sarita Vihar,3,3,Built-up Area
8500000,1000,Sarita Vihar,2,5,Super built-up Area
23000000,2000,Vasant Kunj,4,3,Plot Area
2300000,450,Mansa Ram Park,2,4,Super built-up Area
