,price,sqft,location,bathrooms,bhk
986,62.0,1086,Dasarahalli on Tumkur Road,4.0,2
987,96.39,1182,Dasarahalli on Tumkur Road,2.0,3
988,70.0,1446,Dasarahalli on Tumkur Road,2.0,2
990,57.0,1098,Dasarahalli on Tumkur Road,2.0,1
991,94.12,1182,Dasarahalli on Tumkur Road,2.0,2
992,85.5,1247,Dasarahalli on Tumkur Road,1.0,3
994,74.0,1323,Devanahalli,5.0,2
995,72.0,1207,Devanahalli,4.0,4
996,45.0,792,Devanahalli,3.0,2
997,45.53,800,Devanahalli,11.0,2
998,72.0,1207,Devanahalli,2.0,2
999,61.0,1043,Devanahalli,1.0,2
1000,72.0,1098,Devanahalli,3.0,2
1001,60.0,940,Devanahalli,2.0,3
1002,48.0,1020,Devanahalli,2.0,1
1003,67.98,1533,Devanahalli,2.0,3
1004,61.72,1384,Devanahalli,1.0,4
1006,49.38,1090,Devanahalli,4.0,2
1009,38.35,1000,Devanahalli,2.0,1
1013,28.99,930,Devanahalli,2.0,2
1014,34.0,1080,Devanahalli,5.0,2
1015,51.84,2545,Devanahalli,7.0,2
1016,44.76,1320,Devanahalli,3.0,1
1017,78.0,1080,Devanahalli,2.0,1
1018,65.0,1630,Devanahalli,3.0,3
1020,60.43,2850,Devanahalli,2.0,3
1021,115.0,1440,Devanahalli,2.0,3
1022,54.2,1030,Devanahalli,4.0,2
1023,26.0,1550,Devanahalli,2.0,1
1025,115.0,2700,Devanahalli,2.0,2
1027,93.18,1360,Devanahalli,3.0,3
1028,75.2,1675,Doddanekundi,2.0,3
1029,67.36,1350,Doddanekundi,7.0,3
1030,67.61,1355,Doddanekundi,2.0,1
1031,66.11,1325,Doddanekundi,3.0,2
1032,62.87,1260,Doddanekundi,5.0,2
1033,64.37,1290,Doddanekundi,4.0,3
1034,61.12,1225,Doddanekundi,2.0,2
1035,64.87,1300,Doddanekundi,2.0,4
1036,60.61,1350,Doddanekundi,2.0,1
1037,74.08,1650,Doddanekundi,4.0,2
1038,60.83,1355,Doddanekundi,2.0,3
1039,59.49,1325,Doddanekundi,3.0,1
1040,58.37,1300,Doddanekundi,2.0,3
1043,35.06,660,Electronic City Phase 1,2.0,1
1046,62.5,1120,Electronic City Phase 1,2.0,3
1047,62.5,1120,Electronic City Phase 1,3.0,2
1050,50.34,910,Electronic City Phase 1,2.0,2
1051,50.34,910,Electronic City Phase 1,2.0,3
1052,78.97,1430,Electronic City Phase 1,4.0,3
1053,78.97,1430,Electronic City Phase 1,2.0,3
1054,53.27,965,Electronic City Phase 1,5.0,3
1055,53.27,965,Electronic City Phase 1,7.0,2
1056,82.69,1500,Electronic City Phase 1,2.0,3
1057,82.69,1500,Electronic City Phase 1,2.0,2
1058,59.58,1065,Electronic City Phase 1,3.0,3
1069,47.34,1353,Electronic City Phase 1,3.0,2
1072,47.34,1353,Electronic City Phase 1,2.0,2
1073,43.42,1241,Electronic City Phase 1,2.0,1
1074,22.53,644,Electronic City Phase 1,2.0,1
1079,28.62,795,Electronic City Phase 1,4.0,1
1080,33.39,954,Electronic City Phase 1,3.0,1
1083,22.54,644,Electronic City Phase 1,2.0,1
1085,48.7,1353,Electronic City Phase 1,3.0,2
1086,47.13,1347,Electronic City Phase 1,3.0,2
1088,47.83,1367,Electronic City Phase 1,2.0,2
1090,28.79,823,Electronic City Phase 1,2.0,1
1091,65.94,1570,Electronic City Phase 1,4.0,4
1092,59.22,1410,Electronic City Phase 1,2.0,2
1093,66.36,1580,Electronic City Phase 1,4.0,3
1094,67.62,1610,Electronic City Phase 1,3.0,3
1095,50.19,1195,Electronic City Phase 1,3.0,2
1096,66.78,1590,Electronic City Phase 1,3.0,1
1097,67.2,1600,Electronic City Phase 1,1.0,3
1098,50.4,1200,Electronic City Phase 1,2.0,3
1099,65.73,1565,Electronic City Phase 1,2.0,4
1100,97.0,1555,Electronic City Phase 1,1.0,2
1101,93.0,1482,Electronic City Phase 1,3.0,3
1102,98.0,1565,Electronic City Phase 1,2.0,2
1103,79.0,1255,Electronic City Phase 1,2.0,3
1104,64.0,1145,Electronic City Phase 1,3.0,1
1105,82.0,1600,Electronic City Phase 1,3.0,2
1107,73.31,1150,Electronic City Phase 1,1.0,3
1108,59.68,1450,Electronic City Phase 1,3.0,3
1109,60.15,1160,Electronic City Phase 1,3.0,2
1110,55.92,1300,Electronic City Phase 1,2.0,3
1111,48.4,1080,Electronic City Phase 1,3.0,1
1112,59.21,920,Electronic City Phase 1,3.0,3
1113,54.98,1150,Electronic City Phase 1,2.0,3
1114,60.15,1060,Electronic City Phase 1,5.0,3
1115,55.45,1170,Electronic City Phase 1,2.0,3
1116,66.0,1070,Electronic City Phase 1,2.0,2
1118,59.21,920,Electronic City Phase 1,5.0,3
1119,54.98,1150,Electronic City Phase 1,4.0,2
1120,60.15,1060,Electronic City Phase 1,3.0,3
1121,55.45,1170,Electronic City Phase 1,3.0,2
1122,69.5,1070,Electronic City Phase 1,3.0,3
1123,46.35,1131,Electronic City Phase 1,2.0,1
1125,60.0,1030,Electronic City Phase 1,2.0,2
1126,80.81999,1030,Electronic City Phase 1,2.0,3
1127,77.31999,1135,Electronic City Phase 1,4.0,2
1128,84.0,1131,Electronic City Phase 1,5.0,3
1132,70.0,715,Electronic City Phase 1,2.0,2
1133,85.0,910,Electronic City Phase 1,3.0,3
1134,27.45,1555,Electronic City Phase 1,4.0,1
1135,30.45,1248,Electronic City Phase 1,3.0,1
1138,40.78,1430,Electronic City Phase 1,2.0,1
1139,56.98,965,Electronic City Phase 1,3.0,1
1141,49.89,1065,Electronic City Phase 1,3.0,2
1143,67.43,1420,Electronic City Phase 1,3.0,3
1147,58.83,1555,Electronic City Phase 1,2.0,2
1148,48.64,1250,Electronic City Phase 1,4.0,2
1150,78.4,1655,Electronic City Phase 1,2.0,3
1152,55.8,1025,Electronic City Phase 1,2.0,2
1153,80.39,1720,Electronic City Phase 1,2.0,3
1154,28.99,1155,Electronic City Phase 1,2.0,1
1155,86.34,1250,Electronic City Phase 1,2.0,2
1156,65.87,1575,Electronic City Phase 1,2.0,3
1157,77.97,1275,Electronic City Phase 1,6.0,4
1158,90.91,1310,Electronic City Phase 1,2.0,2
1159,61.51,1404,Electronic City Phase 2,2.0,1
1162,55.0,1500,Electronic City Phase 2,2.0,1
1163,82.18,1505,Electronic City Phase 2,2.0,2
1164,83.70999,1535,Electronic City Phase 2,5.0,4
1165,80.39,1470,Electronic City Phase 2,2.0,2
1172,97.3,2219,Electronic City Phase 2,2.0,3
1177,110.0,1590,Electronic City Phase 2,2.0,3
1178,103.0,1500,Electronic City Phase 2,5.0,3
1179,95.0,1415,Electronic City Phase 2,2.0,1
1181,83.70999,1535,Electronic City Phase 2,4.0,3
1187,83.70999,1535,Electronic City Phase 2,2.0,2
1188,80.39,1470,Electronic City Phase 2,2.0,2
1193,81.37,1465,Electronic City Phase 2,2.0,1
1194,87.0,1535,Electronic City Phase 2,2.0,3
1199,68.84999,1075,Electronic City Phase 2,3.0,1
1202,62.0,1075,Electronic City Phase 2,4.0,1
1205,106.0,1650,Electronic City Phase 2,3.0,2
1206,87.0,1650,Electronic City Phase 2,2.0,2
1207,106.0,1605,Electronic City Phase 2,4.0,2
1208,104.0,1940,Electronic City Phase 2,1.0,3
1209,103.0,1610,Electronic City Phase 2,2.0,3
1210,91.17,2225,Electronic City Phase 2,2.0,2
1211,106.0,2150,Electronic City Phase 2,2.0,2
1212,115.0,1650,Electronic City Phase 2,3.0,4
1213,109.0,1790,Electronic City Phase 2,1.0,2
1215,83.70999,1505,Electronic City Phase 2,2.0,3
1217,58.68,1470,Electronic City Phase 2,3.0,1
1220,75.81,1290,Electronic City Phase 2,2.0,1
1223,103.0,1590,Electronic City Phase 2,2.0,2
1224,104.0,1590,Electronic City Phase 2,2.0,3
1225,106.0,1605,Electronic City Phase 2,2.0,3
1226,104.0,1640,Electronic City Phase 2,2.0,3
1227,106.0,1940,Electronic City Phase 2,3.0,3
1228,104.0,1940,Electronic City Phase 2,2.0,2
1229,104.0,1610,Electronic City Phase 2,2.0,3
1230,115.0,1610,Electronic City Phase 2,2.0,2
1231,115.0,1790,Electronic City Phase 2,2.0,3
1232,91.17,2225,Electronic City Phase 2,2.0,3
1233,91.17,1395,Electronic City Phase 2,2.0,2
1237,95.79,1501,Electronic City Phase 2,2.0,3
1238,109.0,2870,Electronic City Phase 2,4.0,2
1239,98.94,2225,Electronic City Phase 2,2.0,2
1240,91.29,2150,Electronic City Phase 2,5.0,3
1241,86.7,1940,Electronic City Phase 2,4.0,3
1242,112.99999,1790,Electronic City Phase 2,2.0,3
1243,109.0,1700,Electronic City Phase 2,6.0,2
1244,98.94,2225,Electronic City Phase 2,2.0,3
1245,91.29,2150,Electronic City Phase 2,1.0,2
1246,95.67,1790,Electronic City Phase 2,2.0,3
1247,92.45,3510,Electronic City Phase 2,6.0,3
1248,76.97,2225,Electronic City Phase 2,4.0,2
1250,81.34,1790,Electronic City Phase 2,2.0,2
1252,81.34,1595,Electronic City Phase 2,1.0,2
1254,85.68,1595,Electronic City Phase 2,4.0,2
1255,112.99999,2950,Electronic City Phase 2,2.0,1
1256,109.0,2870,Electronic City Phase 2,3.0,3
1257,98.94,2225,Electronic City Phase 2,2.0,3
1258,91.29,2150,Electronic City Phase 2,3.0,3
1259,86.7,1940,Electronic City Phase 2,5.0,3
1260,112.99999,1790,Electronic City Phase 2,1.0,2
1261,109.0,1700,Electronic City Phase 2,2.0,3
1262,98.94,2225,Electronic City Phase 2,3.0,1
1263,91.29,2150,Electronic City Phase 2,3.0,3
1264,95.67,1790,Electronic City Phase 2,2.0,2
1265,92.45,3510,Electronic City Phase 2,2.0,4
1268,81.34,1790,Electronic City Phase 2,2.0,2
1272,85.68,1595,Electronic City Phase 2,2.0,2
1273,84.15,1205,Electronic City Phase 2,2.0,2
1274,83.64,1680,Electronic City Phase 2,1.0,1
1275,82.11,1650,Electronic City Phase 2,3.0,2
1276,81.84999,1640,Electronic City Phase 2,1.0,2
1277,81.09,1610,Electronic City Phase 2,2.0,2
1280,85.68,1415,Electronic City Phase 2,2.0,2
1281,84.15,1180,Electronic City Phase 2,2.0,3
1282,83.64,1680,Electronic City Phase 2,2.0,3
1285,81.09,1610,Electronic City Phase 2,6.0,1
1287,71.14,1590,Electronic City Phase 2,2.0,1
1291,60.18,1700,Electronic City Phase 2,3.0,1
1296,121.0,2820,Electronic City Phase 2,2.0,3
1297,60.91,2820,Electronic City Phase 2,2.0,1
1299,121.0,2820,Electronic City Phase 2,5.0,2
1303,85.5,1395,Electronic City Phase 2,6.0,2
1304,52.22,1505,Electronic City Phase 2,2.0,1
1306,85.0,940,Electronic City Phase 2,2.0,3
1307,95.95,1320,Electronic City Phase 2,6.0,3
1308,117.0,960,Electronic City Phase 2,2.0,3
1309,76.48999,1060,Electronic City Phase 2,2.0,2
1310,107.0,1630,Electronic City Phase 2,6.0,2
1311,74.87,1230,Electronic City Phase 2,2.0,1
1312,40.0,1005,Electronics City,2.0,1
1313,40.0,1005,Electronics City,2.0,2
1314,50.5,1260,Electronics City,2.0,4
1315,37.35,920,Electronics City,2.0,3
1316,50.5,1260,Electronics City,3.0,2
1317,37.34,920,Electronics City,1.0,2
1318,40.99,1015,Electronics City,6.0,3
1319,49.0,1000,Electronics City,2.0,3
1320,70.28,1440,Gottigere,3.0,2
1322,73.44,1510,Gottigere,2.0,2
1323,64.19,1305,Gottigere,2.0,2
1324,55.84,1120,Gottigere,5.0,1
1327,69.83,1430,Gottigere,3.0,2
1328,71.63,1470,Gottigere,1.0,2
1329,62.83,1275,Gottigere,2.0,2
1330,68.93,1410,Gottigere,4.0,3
1331,69.15,1415,Gottigere,2.0,3
1332,70.95999,1455,Gottigere,2.0,3
1333,73.89,1520,Gottigere,1.0,2
1334,62.16,1260,Gottigere,2.0,2
1335,74.12,1525,Gottigere,5.0,3
1336,56.06,1125,Gottigere,4.0,2
1338,56.51,1135,Gottigere,2.0,2
1339,90.5,1709,Gottigere,2.0,2
1340,70.0,1330,Gottigere,3.0,3
1341,90.5,1709,Gottigere,4.0,4
1342,68.0,1299,Gottigere,2.0,4
1344,47.0,950,Gottigere,1.0,1
1346,95.0,1360,Gottigere,4.0,3
1347,68.0,2200,Gottigere,5.0,2
1348,57.5,995,Gottigere,1.0,1
1349,45.0,1250,HBR Layout,2.0,3
1350,76.0,2300,HBR Layout,3.0,3
1351,70.77,1053,HBR Layout,2.0,3
1352,70.53,1048,HBR Layout,3.0,1
1353,67.68,1050,HBR Layout,2.0,3
1354,40.54,1060,HBR Layout,2.0,2
1355,42.4,765,HBR Layout,3.0,1
1356,195.0,2597,Harlur,2.0,3
1357,185.0,2569,Harlur,2.0,3
1359,125.0,1550,Harlur,2.0,3
1360,120.0,1550,Harlur,2.0,2
1361,104.0,1460,Harlur,2.0,3
1362,135.0,1830,Harlur,2.0,6
1364,116.0,2067,Harlur,2.0,2
1365,101.0,1808,Harlur,1.0,4
1369,123.0,2202,Harlur,3.0,3
1372,200.0,1946,Harlur,3.0,2
1373,177.0,1752,Harlur,2.0,3
1374,144.0,1483,Harlur,1.0,4
1381,59.64,1269,Harlur,3.0,1
1384,92.0,1270,Harlur,2.0,1
1385,132.0,1880,Harlur,2.0,3
1386,104.0,1460,Harlur,6.0,1
1387,106.0,1460,Harlur,7.0,3
1397,185.0,2597,Harlur,2.0,2
1398,125.0,2569,Harlur,2.0,2
1400,140.0,1235,Harlur,2.0,1
1403,102.0,1760,Harlur,3.0,3
1404,84.41,1470,Harlur,4.0,1
1405,112.0,1200,Harlur,2.0,1
1407,137.99999,2805,Harlur,3.0,3
1411,86.72,1620,Harlur,1.0,1
1412,117.0,1235,Harlur,3.0,3
1413,50.0,1875,Harlur,1.0,1
1414,121.0,695,Harlur,2.0,2
1415,102.0,1760,Harlur,2.0,4
1417,112.0,1200,Harlur,3.0,2
1418,101.0,1630,Harlur,2.0,1
1421,129.0,3210,Harlur,2.0,2
1423,128.0,3265,Harlur,2.0,3
1425,104.0,1260,Harlur,2.0,2
1428,107.0,2805,Harlur,2.0,3
1429,132.0,1510,Harlur,2.0,3
1430,130.0,1880,Harlur,2.0,1
1431,108.0,1850,Harlur,2.0,3
1433,175.0,1243,Harlur,2.0,3
1434,175.0,1243,Harlur,6.0,1
1435,69.09999,545,Harlur,3.0,1
1436,144.0,2990,Harlur,2.0,2
1437,136.0,2650,Harlur,5.0,3
1439,109.0,3565,Harlur,3.0,2
1441,113.99999,3600,Harlur,2.0,2
1442,155.0,3600,Harlur,2.0,2
1443,113.99999,1760,Harlur,2.0,2
1448,104.0,3210,Harlur,2.0,2
1451,185.0,1810,Harlur,2.0,2
1452,103.0,1270,Harlur,2.0,3
1453,207.0,1056,Harlur,2.0,2
1459,133.0,1200,Harlur,3.0,1
1460,132.0,1630,Harlur,5.0,2
1461,195.0,1200,Harlur,2.0,3
1462,107.0,1630,Harlur,1.0,4
1463,83.06,2805,Harlur,2.0,1
1464,185.0,1510,Harlur,3.0,3
1466,145.0,1850,Harlur,2.0,2
1467,510.0,3500,Hebbal,3.0,1
1468,669.0,4600,Hebbal,2.0,3
1469,743.0,5112,Hebbal,3.0,1
1470,601.0,6500,Hebbal,3.0,6
1471,360.0,3900,Hebbal,3.0,4
1472,360.0,3895,Hebbal,4.0,2
1473,522.0,5654,Hebbal,4.0,2
1474,508.0,5500,Hebbal,2.0,3
1475,640.0,4400,Hebbal,2.0,2
1476,611.0,4200,Hebbal,1.0,3
1477,534.0,3670,Hebbal,3.0,1
1478,567.0,3897,Hebbal,2.0,2
1482,120.0,1712,Hebbal,4.0,1
1485,389.0,3870,Hebbal,2.0,4
1486,370.0,3729,Hebbal,2.0,3
1487,310.0,2927,Hebbal,3.0,2
1489,141.0,1682,Hebbal,2.0,1
1495,302.99999,3800,Hebbal,3.0,3
1496,76.0,3335,Hebbal,2.0,1
1497,127.0,1670,Hebbal,2.0,1
1499,210.0,2600,Hebbal,2.0,3
1508,240.0,3860,Hebbal,2.0,3
1513,401.0,2440,Hebbal,1.0,2
1519,235.0,3900,Hebbal,2.0,3
1523,31.0,3449,Hebbal,2.0,1
1536,105.0,1561,Hennur,3.0,2
1537,98.0,1450,Hennur,2.0,3
1538,81.0,1180,Hennur,2.0,2
1539,81.0,1180,Hennur,2.0,1
1541,86.29,2574,Hennur,3.0,2
1542,55.56,2187,Hennur,3.0,1
1545,60.0,1422,Hennur,2.0,2
1546,78.0,1422,Hennur,2.0,3
1550,57.03,1135,Hennur,3.0,2
1551,94.0,1208,Hennur,3.0,2
1553,50.0,1006,Hennur,3.0,2
1554,90.0,1200,Hennur,2.0,3
1555,60.17,1266,Hennur,2.0,1
1557,94.0,1204,Hennur,3.0,2
1558,75.09999,1131,Hennur,3.0,2
1559,77.98999,1039,Hennur,2.0,2
1561,60.15,1820,Hennur,3.0,1
1562,57.5,1815,Hennur,2.0,2
1565,84.0,1380,Hennur Road,10.0,4
1567,30.83,1460,Hennur Road,2.0,1
1568,70.0,1095,Hennur Road,2.0,2
1569,39.0,1482,Hennur Road,3.0,2
1570,29.0,1482,Hennur Road,3.0,2
1571,39.0,1185,Hennur Road,2.0,2
1572,198.0,1482,Hennur Road,2.0,2
1573,183.0,1482,Hennur Road,2.0,3
1575,42.6,1482,Hennur Road,6.0,1
1576,81.26,1482,Hennur Road,2.0,2
1577,73.67,1482,Hennur Road,2.0,2
1578,75.45999,1482,Hennur Road,4.0,4
1579,92.98,1482,Hennur Road,2.0,3
1580,67.97,1220,Horamavu,3.0,3
1581,67.97,1220,Horamavu,1.0,4
1585,93.19,1629,Horamavu,2.0,2
1586,68.92,1237,Horamavu,2.0,2
1587,87.63,1538,Horamavu,3.0,3
1588,89.57,1573,Horamavu,2.0,3
1589,65.81,1181,Horamavu,6.0,2
1590,96.4,1687,Horamavu,1.0,2
1591,66.64,1196,Horamavu,3.0,3
1592,100.0,1766,Horamavu,3.0,1
1593,98.79,1730,Horamavu,2.0,3
1594,85.29,1532,Horamavu,4.0,3
1597,50.5,1161,Horamavu,2.0,1
1598,46.19,1062,Horamavu,2.0,1
1603,48.8,1122,Horamavu,3.0,1
1607,51.0,1140,Horamavu,3.0,1
1619,40.0,1114,Horamavu,4.0,1
1621,58.1,1102,Horamavu,2.0,2
1623,60.11,1092,Horamavu,3.0,1
1626,64.0,1315,Horamavu,2.0,2
1627,38.7,1080,Horamavu,5.0,1
1635,63.0,1314,Horamavu,4.0,1
1637,94.1,919,Horamavu,2.0,3
1638,71.5,921,Horamavu,2.0,3
1640,56.0,1065,Horamavu,3.0,3
1641,67.67,1067,Horamavu,2.0,1
1642,62.0,917,Horamavu,2.0,3
1644,89.0,971,Horamavu,5.0,3
1645,63.56,915,Horamavu,2.0,3
1646,78.43,1075,Horamavu,4.0,3
1651,95.18,1036,Horamavu,2.0,1
1655,80.06,1035,Horamavu,5.0,3
1656,94.98,1039,Horamavu,4.0,3
1657,48.06,1154,Horamavu,2.0,1
1660,50.09,1154,Horamavu,2.0,1
1662,64.83,1170,Horamavu,3.0,2
1664,175.0,1200,Horamavu,6.0,3
1668,52.24,1079,Horamavu,2.0,1
1670,94.58,1726,Hosa Road,3.0,4
1671,94.53,1725,Hosa Road,3.0,5
1672,90.0,1541,Hosa Road,2.0,2
1673,113.99999,1597,Hosa Road,2.0,2
1674,108.0,1514,Hosa Road,3.0,1
1675,102.0,1431,Hosa Road,2.0,1
1676,98.0,1365,Hosa Road,4.0,1
1677,94.58,1726,Hosa Road,3.0,2
1678,101.0,1470,Hosa Road,3.0,4
1679,108.0,1575,Hosa Road,3.0,2
1680,94.46,1360,Hosa Road,2.0,2
1681,117.0,1715,Hosa Road,1.0,3
1683,115.0,1680,Hosa Road,6.0,2
1684,83.78,1195,Hosa Road,2.0,2
1686,117.0,1360,Hosa Road,3.0,1
1687,91.18,1715,Hosa Road,2.0,4
1689,77.03,655,Hosa Road,3.0,2
1693,128.0,1170,Hosa Road,5.0,3
1694,108.0,1470,Hosa Road,2.0,2
1697,215.0,2976,Hulimavu,4.0,3
1698,213.0,2916,Hulimavu,3.0,4
1699,162.0,2254,Hulimavu,2.0,4
1700,160.0,2212,Hulimavu,1.0,3
1701,160.0,2212,Hulimavu,2.0,4
1702,215.0,2893,Hulimavu,2.0,4
1703,215.0,2893,Hulimavu,4.0,3
1704,210.0,2825,Hulimavu,4.0,6
1705,220.0,3044,Hulimavu,2.0,3
1706,215.0,2893,Hulimavu,3.0,3
1707,186.0,3595,Hulimavu,2.0,2
1708,204.0,6355,Hulimavu,1.0,2
1709,234.0,6330,Hulimavu,1.0,2
1710,134.0,2405,Hulimavu,2.0,4
1711,133.0,2405,Hulimavu,2.0,1
1712,135.0,3035,Hulimavu,3.0,2
1713,231.0,2200,Hulimavu,1.0,2
1714,132.0,2405,Hulimavu,4.0,4
1715,117.0,2017,ITPL,2.0,2
1716,118.0,2021,ITPL,2.0,2
1717,115.0,1971,ITPL,4.0,3
1718,79.2,1354,ITPL,2.0,2
1719,107.0,1845,ITPL,2.0,2
1720,106.0,1823,ITPL,2.0,1
1724,81.78,1398,ITPL,2.0,2
1725,112.99999,1940,ITPL,3.0,2
1726,101.0,1743,ITPL,2.0,1
1727,82.89,1417,ITPL,2.0,2
1728,78.56,1343,ITPL,2.0,2
1731,117.0,2010,ITPL,4.0,2
1733,103.0,1768,ITPL,3.0,1
1734,173.0,1930,ITPL,2.0,1
1735,171.0,1890,ITPL,2.0,3
1736,118.0,1330,ITPL,3.0,3
1737,135.0,1695,ITPL,2.0,3
1738,118.0,1330,ITPL,2.0,3
1739,171.0,1890,ITPL,2.0,4
1740,111.0,2790,ITPL,4.0,2
1741,76.98999,1660,ITPL,2.0,2
1742,111.0,2790,ITPL,3.0,2
1745,83.53,2330,ITPL,2.0,2
1747,92.04,2170,ITPL,2.0,2
1748,117.0,1930,ITPL,2.0,2
1750,129.0,2160,ITPL,3.0,2
1753,151.0,3361,ITPL,3.0,3
1754,145.0,3361,ITPL,4.0,2
1755,157.0,2170,ITPL,2.0,2
1756,124.0,2790,ITPL,2.0,2
1757,138.99999,2350,ITPL,3.0,3
1758,111.0,1860,ITPL,4.0,3
1759,109.0,2090,ITPL,4.0,3
1761,151.0,3361,ITPL,2.0,1
1762,145.0,3361,ITPL,2.0,3
1763,157.0,2170,ITPL,2.0,3
1764,124.0,2790,ITPL,2.0,3
1765,138.99999,2350,ITPL,5.0,3
1766,111.0,1860,ITPL,1.0,2
1769,144.0,1546,ITPL,3.0,3
1770,138.99999,1532,ITPL,2.0,3
1771,120.0,1447,ITPL,2.0,2
1772,117.0,1403,ITPL,4.0,3
1773,111.0,1208,ITPL,5.0,3
1777,300.0,3340,JP Nagar Phase 1,2.0,1
1778,300.0,3340,JP Nagar Phase 1,4.0,2
1779,300.0,3340,JP Nagar Phase 1,2.0,2
1780,296.0,3300,JP Nagar Phase 1,3.0,2
1782,258.0,3200,JP Nagar Phase 1,1.0,3
1783,222.0,3131,JP Nagar Phase 1,3.0,2
1784,223.0,2620,JP Nagar Phase 1,2.0,2
1785,60.75,3294,JP Nagar Phase 1,4.0,2
1786,59.17,2190,JP Nagar Phase 1,3.0,2
1788,433.0,2124,JP Nagar Phase 1,2.0,2
1789,390.0,2145,JP Nagar Phase 1,2.0,3
1790,95.13,3467,JP Nagar Phase 1,2.0,1
1793,258.0,3200,JP Nagar Phase 1,8.0,1
1794,222.0,2404,JP Nagar Phase 1,2.0,2
1795,223.0,3131,JP Nagar Phase 1,2.0,3
1799,147.0,3933,JP Nagar Phase 1,2.0,6
1800,72.08,1622,JP Nagar Phase 1,3.0,1
1801,102.0,2317,JP Nagar Phase 1,2.0,2
1802,31.35,2425,JP Nagar Phase 1,4.0,1
1803,83.06999,2411,JP Nagar Phase 1,2.0,2
1805,204.0,2145,JP Nagar Phase 1,2.0,2
1806,119.0,3467,JP Nagar Phase 1,4.0,2
1807,72.11,1373,JP Nagar Phase 3,7.0,2
1808,74.23,1415,JP Nagar Phase 3,2.0,1
1809,72.63,1383,JP Nagar Phase 3,5.0,3
1810,64.94,1227,JP Nagar Phase 3,5.0,2
1811,84.58,1626,JP Nagar Phase 3,2.0,4
1812,78.47,1502,JP Nagar Phase 3,2.0,3
1813,65.20999,1233,JP Nagar Phase 3,4.0,2
1814,71.84,1367,JP Nagar Phase 3,5.0,4
1815,76.89,1470,JP Nagar Phase 3,4.0,3
1816,64.15,1211,JP Nagar Phase 3,4.0,2
1818,70.78,1346,JP Nagar Phase 3,2.0,2
1820,81.92,1572,JP Nagar Phase 3,3.0,2
1821,62.55,1179,JP Nagar Phase 3,2.0,2
1822,75.56,1443,JP Nagar Phase 3,1.0,4
1823,75.54,1442,JP Nagar Phase 3,3.0,3
1825,75.81,1448,JP Nagar Phase 3,1.0,1
1826,62.03,1168,JP Nagar Phase 3,2.0,2
1827,73.98,1411,JP Nagar Phase 3,2.0,2
1828,67.33,1276,JP Nagar Phase 3,4.0,2
1829,80.86,1550,JP Nagar Phase 3,2.0,2
1830,72.9,1389,JP Nagar Phase 3,3.0,3
1832,79.8,1529,JP Nagar Phase 3,1.0,3
1833,73.22,1395,JP Nagar Phase 3,2.0,3
1835,73.42,1399,JP Nagar Phase 3,2.0,3
1837,241.0,2536,JP Nagar Phase 4,3.0,2
1839,209.0,2200,JP Nagar Phase 4,2.0,1
1840,405.99999,4273,JP Nagar Phase 4,3.0,2
1841,384.0,4046,JP Nagar Phase 4,2.0,3
1842,338.0,3563,JP Nagar Phase 4,2.0,3
1843,329.0,3463,JP Nagar Phase 4,2.0,9
1844,257.0,2700,JP Nagar Phase 4,3.0,2
1845,209.0,2200,JP Nagar Phase 4,2.0,2
1848,231.0,3463,JP Nagar Phase 4,2.0,2
1849,235.0,2563,JP Nagar Phase 4,2.0,2
1851,250.0,2482,JP Nagar Phase 4,2.0,2
1852,282.0,4273,JP Nagar Phase 4,2.0,3
1853,305.0,4336,JP Nagar Phase 4,2.0,3
1855,405.99999,3463,JP Nagar Phase 4,5.0,3
1856,283.0,3571,JP Nagar Phase 4,3.0,2
1857,235.0,2437,JP Nagar Phase 4,4.0,2
1858,401.99999,2700,JP Nagar Phase 4,3.0,2
1860,405.0,4300,JP Nagar Phase 4,5.0,3
1861,299.0,4273,JP Nagar Phase 4,2.0,3
1862,61.5,1180,JP Nagar Phase 5,3.0,3
1863,81.2,1180,JP Nagar Phase 5,3.0,3
1864,61.5,1180,JP Nagar Phase 5,3.0,2
1865,77.45,1180,JP Nagar Phase 5,4.0,3
1866,62.0,1150,JP Nagar Phase 5,2.0,2
1867,57.48,1185,JP Nagar Phase 5,2.0,2
1868,57.0,1150,JP Nagar Phase 5,2.0,3
1870,156.0,1880,JP Nagar Phase 7,4.0,2
1871,207.0,1987,JP Nagar Phase 7,3.0,3
1872,202.0,2127,JP Nagar Phase 7,3.0,3
1873,73.0,1463,JP Nagar Phase 7,6.0,2
1874,230.0,2370,JP Nagar Phase 7,3.0,4
1875,230.0,2370,JP Nagar Phase 7,5.0,3
1876,230.0,2370,JP Nagar Phase 7,4.0,4
1879,218.0,1776,JP Nagar Phase 7,2.0,2
1880,63.0,3012,JP Nagar Phase 7,2.0,2
1881,227.99999,1776,JP Nagar Phase 7,2.0,3
1882,173.0,2370,JP Nagar Phase 7,2.0,3
1885,60.0,1100,JP Nagar Phase 7,2.0,2
1887,130.0,2700,JP Nagar Phase 7,2.0,3
1888,132.0,3012,JP Nagar Phase 7,2.0,3
1890,65.0,2289,JP Nagar Phase 7,2.0,1
1892,65.0,1792,JP Nagar Phase 7,2.0,2
1894,89.6,2370,JP Nagar Phase 7,2.0,2
1896,175.0,2370,JP Nagar Phase 7,3.0,2
1897,171.0,3200,JP Nagar Phase 7,3.0,2
