price,sqft,location,bathrooms,bhk,area_type
11500000,1110,Ashok Nagar,2,2,Super built-up Area
10500000,1106,Barisha Purba Para Road,2,3,Super built-up Area
11000000,985,Barisha Purba Para Road,3,2,Built-up Area
12500000,741,Barisha Purba Para Road,2,3,Built-up Area
6500000,900,Behala,4,3,Plot Area
15000000,1990,Topsia,2,1,Super built-up Area
9500000,1609,Alipore,3,3,Super built-up Area
11500000,1435,Alipore,2,3,Super built-up Area
8500000,1525,Alipore,2,3,Super built-up Area
11000000,1709,Alipore,2,3,Super built-up Area
13000000,1060,Tangra,10,3,Plot Area
5500000,2551,Tangra,3,3,Super built-up Area
2300000,1717,Tangra,2,3,Built-up Area
4456000,2028,Tangra,1,2,Super built-up Area
5000000,1548,Tangra,2,3,Super built-up Area
5000000,1881,Tangra,3,2,Super built-up Area
3150000,2156,Tangra,2,2,Built-up Area
3000000,1068,Tangra,2,3,Plot Area
2400000,650,Barisha Purba Para Road,2,3,Super built-up Area
3900000,1114,Uttarpara Kotrung,2,3,Plot Area
3900000,985,Garia,3,3,Super built-up Area
3500000,985,Garia,2,3,Built-up Area
7119000,1107,Uttarpara Kotrung,4,2,Super built-up Area
11000000,1050,Uttarpara Kotrung,2,3,Super built-up Area
12500000,769,Liluah,1,3,Built-up Area
2000000,765,Bansdroni,3,2,Super built-up Area
3200000,765,Bansdroni,2,4,Super built-up Area
2300000,1305,Madhyamgram,2,4,Built-up Area
2400000,1396,Bansdroni,1,3,Super built-up Area
5600000,1525,Alipore,3,3,Built-up Area
5600000,1709,Alipore,4,1,Plot Area
3700000,740,Boral,3,3,Super built-up Area
3500000,753,New Town,2,3,Super built-up Area
3500000,650,Barisha Purba Para Road,2,2,Super built-up Area
3300000,750,Garia,2,3,Super built-up Area
5100000,985,Bansdroni,4,2,Plot Area
3700000,985,Bansdroni,3,2,Plot Area
4275000,950,Belghoria,2,2,Super built-up Area
6500000,880,Sodepur,2,2,Super built-up Area
3000000,880,Sodepur,2,2,Super built-up Area
4800000,814,Sodepur,6,4,Plot Area
2500000,1700,Dakshineswar,2,2,Super built-up Area
2500000,1250,Dakshineswar,2,1,Plot Area
6500000,950,Bansdroni,4,2,Super built-up Area
3679999,1350,Behala,2,3,Super built-up Area
5700000,800,Keshtopur,3,1,Plot Area
4900000,860,Howrah,2,3,Super built-up Area
6800000,850,Dum Dum Cantonment,3,2,Plot Area
5000000,1031,Sodepur,2,3,Super built-up Area
7800000,1350,Behala,3,2,Super built-up Area
4095000,800,Garia,4,2,Super built-up Area
3627000,1240,Garia,2,3,Super built-up Area
4752000,1062,Garia,3,3,Carpet Area
4697000,1481,Garia,6,1,Super built-up Area
4800000,1200,New Town,3,3,Built-up Area
3000000,1320,New Town,4,3,Super built-up Area
4200000,910,Haltu,2,3,Super built-up Area
2250000,806,Haltu,2,3,Super built-up Area
5300000,864,Haltu,2,3,Super built-up Area
5300000,854,Haltu,2,4,Super built-up Area
5280000,1100,Rajarhat,2,2,Super built-up Area
6000000,860,Garia,2,2,Built-up Area
4100000,840,Sodepur,2,3,Super built-up Area
3627000,750,Sodepur,3,2,Super built-up Area
4752000,1350,Mali Panchghara,2,3,Super built-up Area
4697000,1350,Mali Panchghara,2,3,Built-up Area
4800000,1320,Uttarpara Kotrung,2,2,Super built-up Area
3000000,1150,Patuli,,2,Super built-up Area
4200000,850,New Town,2,2,Built-up Area
2250000,806,Haltu,3,3,Super built-up Area
3500000,864,Haltu,4,3,Super built-up Area
4000000,854,Haltu,3,3,Built-up Area
10000000,1100,Rajarhat,4,3,Super built-up Area
2400000,860,Garia,2,2,Plot Area
2400000,840,Sodepur,2,3,Super built-up Area
10700000,750,Sodepur,4,11,Plot Area
4800000,650,Tagore Park,2,3,Super built-up Area
2400000,1050,Paschim Barisha,2,3,Super built-up Area
6000000,1565,Topsia,2,2,Plot Area
4000000,1145,Konnagar,2,2,Super built-up Area
3000000,1145,Konnagar,2,2,Built-up Area
3822000,2192,New Town,2,2,Super built-up Area
3822000,1310,Rajarhat,2,3,Built-up Area
5500000,750,Baguiati,2,5,Plot Area
4600000,1100,Garia,2,2,Super built-up Area
4200000,1177,Nayabad,3,2,Built-up Area
5500000,750,Belghoria,3,3,Built-up Area
3200000,1365,Sodepur,2,2,Built-up Area
3822000,1365,Sodepur,7,2,Plot Area
3822000,1300,Mukundapur,3,4,Super built-up Area
3682000,1165,Sodepur,2,2,Plot Area
6400000,1240,Garia,2,3,Plot Area
4404000,1300,Mukundapur,2,2,Plot Area
2200000,1377,Maheshtala,3,3,Built-up Area
3500000,1365,Sodepur,2,9,Super built-up Area
2477000,1365,Sodepur,7,3,Built-up Area
11000000,1315,Sodepur,6,3,Super built-up Area
8000000,1523,Garia,3,1,Super built-up Area
2800000,1140,Nayabad,2,2,Super built-up Area
2411000,926,Keshtopur,2,1,Super built-up Area
43000000,700,Dhakuria,4,3,Plot Area
4653000,953,Rajarhat,2,3,Super built-up Area
7187000,1475,New Alipore,7,3,Built-up Area
3000000,1080,New Town,2,3,Super built-up Area
6700000,822,Ariadaha,4,3,Super built-up Area
5300000,756,Keshtopur,2,3,Super built-up Area
6500000,4300,Ballygunge,3,2,Super built-up Area
4000000,1135,Rajarhat,3,3,Super built-up Area
5000000,1753,Rajarhat,2,1,Super built-up Area
5650000,772,New Alipore,2,2,Plot Area
3742000,1500,New Town,2,1,Super built-up Area
5100000,1110,New Town,2,3,Super built-up Area
2400000,1205,Belghoria,2,3,Super built-up Area
5500000,1265,Joka,2,3,Built-up Area
3800000,1238,Behala,2,3,Super built-up Area
3600000,1173,Behala,2,3,Super built-up Area
5500000,891,Garia,2,1,Super built-up Area
3300000,980,Garfa,3,3,Super built-up Area
4400000,600,Kamdahari,4,3,Plot Area
7500000,1000,Akra,2,2,Plot Area
5000000,830,New Alipore,3,3,Super built-up Area
2000000,900,Baguiati,2,1,Super built-up Area
4600000,1000,Maniktala,1,4,Built-up Area
2350000,960,Rajarhat,2,1,Super built-up Area
5900000,1107,Ward No 113,3,2,Super built-up Area
3250000,1600,Garia,2,2,Super built-up Area
2500000,1080,Lake Town,2,3,Plot Area
6200000,700,Netaji Nagar,2,2,Plot Area
2800000,1300,Rajarhat,2,3,Built-up Area
2520000,660,Tiljala,2,5,Built-up Area
5700000,1440,Joka,2,3,Super built-up Area
4429000,960,Rajarhat,2,3,Super built-up Area
4226000,885,Madhyamgram,4,3,Built-up Area
3831000,1500,New Town,2,3,Super built-up Area
3831000,1100,Behala,2,3,Super built-up Area
9100000,839,New Town,2,2,Super built-up Area
34500000,1200,Garia,3,3,Super built-up Area
5050000,1030,Garia,2,2,Super built-up Area
7800000,983,Garia,4,3,Plot Area
35000000,891,Garia,2,3,Built-up Area
35000000,891,Garia,3,3,Super built-up Area
7800000,1450,New Town,3,3,Super built-up Area
7800000,3000,Alipore,2,3,Built-up Area
4800000,1310,Rajarhat,3,3,Super built-up Area
7600000,1450,New Town,3,2,Plot Area
2632000,2800,Alipore,4,2,Built-up Area
3900000,2800,Alipore,3,2,Super built-up Area
6500000,1600,Garia,2,1,Built-up Area
4464000,1600,Garia,2,2,Super built-up Area
7600000,920,New Town,3,3,Super built-up Area
6500000,1360,New Town,3,2,Super built-up Area
4400000,810,Belghoria,1,3,Super built-up Area
3150000,1100,Dum Dum,9,3,Plot Area
5500000,1100,Lake Town,2,1,Super built-up Area
5700000,698,Lake Town,6,3,Plot Area
3200000,1550,Garia,2,3,Super built-up Area
2900000,1500,Bansdroni,2,2,Built-up Area
6800000,1110,Bansdroni,3,4,Super built-up Area
6300000,895,Behala,3,2,Super built-up Area
70000000,1160,Joka,2,2,Plot Area
2000000,1440,Joka,1,3,Built-up Area
4500000,837,Bramhapur,2,3,Plot Area
3000000,757,Bramhapur,3,2,Super built-up Area
4000000,1350,New Town,6,2,Built-up Area
2700000,1460,New Town,2,2,Super built-up Area
2410000,10000,New Town,3,3,Super built-up Area
2700000,380,Santoshpur,2,4,Super built-up Area
2500000,1200,Behala,2,4,Super built-up Area
4500000,913,Nayabad,12,4,Plot Area
4600000,900,Tagore Park,2,3,Super built-up Area
3700000,1100,Behala,2,3,Built-up Area
3800000,1145,Konnagar,3,1,Super built-up Area
3800000,950,Bansdroni,2,3,Super built-up Area
6200000,620,Tagore Park,2,2,Super built-up Area
7500000,1013,Tiljala,3,2,Super built-up Area
2970000,1210,Bansdroni,2,3,Super built-up Area
4050000,900,Netaji Nagar,2,3,Super built-up Area
3150000,900,Netaji Nagar,2,2,Super built-up Area
2500000,960,Kasba,2,2,Super built-up Area
2520000,1308,Kasba,1,3,Super built-up Area
3500000,1300,Tagore Park,3,3,Super built-up Area
3500000,990,deshbandhu nagar,2,3,Super built-up Area
4600000,900,New Alipore,1,3,Super built-up Area
3150000,750,New Alipore,2,2,Super built-up Area
2500000,625,Sarada Pally,3,1,Super built-up Area
2520000,600,New Alipore,3,3,Super built-up Area
3500000,905,Tagore Park,3,2,Super built-up Area
3500000,905,Tagore Park,2,2,Super built-up Area
4600000,920,New Town,2,2,Built-up Area
7000000,750,New Alipore,3,3,Plot Area
6000000,625,Sarada Pally,2,2,Super built-up Area
5000000,600,New Alipore,3,3,Super built-up Area
5000000,905,Tagore Park,2,1,Super built-up Area
3900000,905,Tagore Park,5,1,Plot Area
4000000,920,New Town,12,2,Plot Area
4000000,1450,New Town,2,3,Plot Area
6700000,1050,New Town,2,2,Super built-up Area
6677000,1000,New Town,2,3,Built-up Area
4200000,1000,New Town,2,3,Super built-up Area
3800000,1550,Maheshtala,4,3,Plot Area
3600000,1550,Maheshtala,2,3,Plot Area
3000000,1550,Maheshtala,3,4,Super built-up Area
10500000,1200,Dhakuria,3,2,Super built-up Area
3600000,1395,Hussainpur,2,2,Built-up Area
6000000,1400,Garia,3,3,Super built-up Area
2400000,900,Garia,1,2,Built-up Area
9500000,750,Regent Park,2,2,Super built-up Area
3200000,900,south dum dum,2,3,Super built-up Area
9899000,1440,Lake Gardens,2,3,Built-up Area
3400000,1377,Maheshtala,2,3,Super built-up Area
10000000,1200,New Town,7,1,Plot Area
3400000,885,Rajarhat,2,2,Built-up Area
8200000,1363,Tollygunge,1,3,Super built-up Area
6775000,850,Nayabad,3,1,Super built-up Area
5500000,2357,Sinthi,3,3,Super built-up Area
3300000,992,New Town,4,2,Super built-up Area
2900000,1845,New Town,2,3,Super built-up Area
2500000,750,New Town,1,4,Built-up Area
3350000,1766,New Town,2,2,Built-up Area
6700000,1050,Dhakuria,4,3,Super built-up Area
2800000,800,Dhakuria,2,2,Super built-up Area
9056000,1100,Kamalgazi,1,1,Plot Area
2100000,850,Tiljala,2,1,Super built-up Area
2618000,875,Baguiati,3,3,Super built-up Area
3986000,920,Keshtopur,2,3,Super built-up Area
4200000,1900,Keshtopur,4,3,Super built-up Area
2500000,700,Ganguly Bagan,4,3,Super built-up Area
4500000,2256,Keshtopur,3,2,Super built-up Area
8600000,720,Garia,3,3,Super built-up Area
6300000,800,Rajpur,3,2,Built-up Area
6500000,1208,Madhyamgram,2,4,Super built-up Area
12500000,853,Airport,2,2,Super built-up Area
5200000,636,Dum Dum,2,2,Built-up Area
6000000,1226,New Town,2,3,Super built-up Area
6250000,1500,New Town,4,3,Built-up Area
5800000,1269,Chinar Park,2,3,Super built-up Area
6000000,1670,Belghoria,1,2,Plot Area
2500000,1550,Salt Lake City,4,3,Super built-up Area
2990000,1231,New Town,2,3,Super built-up Area
2700000,1220,Ganguly Bagan,6,3,Built-up Area
3200000,1243,Hussainpur,2,2,Super built-up Area
2600000,1400,Garia,1,3,Super built-up Area
2600000,1250,Haltu,2,3,Super built-up Area
3000000,785,Keshtopur,3,3,Super built-up Area
5400000,1150,Panihati,6,3,Super built-up Area
2600000,650,Garia,3,3,Super built-up Area
3000000,895,Behala,9,3,Built-up Area
2500000,774,Behala,2,2,Super built-up Area
5500000,760,Keshtopur,4,3,Plot Area
2800000,730,Ganguly Bagan,2,3,Super built-up Area
5500000,1358,Behala,3,2,Super built-up Area
2500000,800,Patuli,2,2,Super built-up Area
15000000,895,Behala,2,3,Super built-up Area
12900000,800,Tiljala,2,2,Plot Area
2450000,1100,New Town,4,2,Built-up Area
11000000,900,Keshtopur,1,3,Super built-up Area
4200000,1500,New Town,1,2,Super built-up Area
7800000,650,Belghoria,3,2,Super built-up Area
4599000,2500,New Town,3,3,Built-up Area
4600000,1874,New Town,2,1,Super built-up Area
3000000,650,Belghoria,2,2,Super built-up Area
6200000,1920,Dum Dum,2,3,Built-up Area
3200000,1250,Salt Lake City,3,2,Super built-up Area
6800000,1310,Dum Dum,2,3,Super built-up Area
3000000,1200,Keshtopur,2,3,Built-up Area
7000000,1200,Keshtopur,2,1,Super built-up Area
3600000,850,Keshtopur,2,2,Super built-up Area
3600000,1165,Garia,3,3,Super built-up Area
7000000,904,Garia,2,2,Super built-up Area
5500000,1100,Bansdroni,2,3,Super built-up Area
4000000,1100,Behala,2,3,Built-up Area
4000000,1400,New Town,2,3,Super built-up Area
2800000,1091,Nayabad,3,3,Super built-up Area
3615999,1040,Baguiati,3,3,Super built-up Area
2299000,1400,New Town,2,3,Super built-up Area
4199000,1200,New Town,2,3,Super built-up Area
4300000,1200,Behala,2,3,Super built-up Area
4500000,1400,Nayabad,1,2,Plot Area
4900000,1000,Behala,3,3,Super built-up Area
4119000,1130,Nayabad,2,3,Super built-up Area
3372000,675,Nayabad,3,1,Built-up Area
2399000,891,Garia,3,1,Super built-up Area
3500000,950,Garia,4,2,Plot Area
2999000,950,Garia,3,3,Super built-up Area
2274000,1166,Keshtopur,2,3,Built-up Area
2875000,1177,Nayabad,2,2,Super built-up Area
2160000,929,Nayabad,2,1,Plot Area
2899000,771,Nayabad,2,3,Built-up Area
7800000,1028,Keshtopur,5,3,Super built-up Area
4000000,980,Nayabad,2,4,Built-up Area
10700000,674,Rajarhat,2,3,Built-up Area
18000000,1150,Khardah,2,2,Super built-up Area
3250000,900,Khardah,2,2,Super built-up Area
2500000,853,Garia,3,3,Plot Area
7500000,1304,Sodepur,2,1,Built-up Area
4600000,1170,Barrackpore,3,3,Super built-up Area
5000000,1436,Tiljala,5,4,Plot Area
7800000,2299,Garia,2,3,Super built-up Area
4000000,900,Paschim Putiary,2,3,Super built-up Area
3900000,715,Bansdroni,3,1,Super built-up Area
2700000,1650,Patuli,2,4,Built-up Area
4000000,1020,Tiljala,4,2,Plot Area
4704000,1100,New Town,2,3,Carpet Area
7000000,1800,Garia,2,2,Super built-up Area
5500000,1079,Rajarhat,3,2,Super built-up Area
4000000,1400,Garia,2,1,Super built-up Area
4000000,800,Baguiati,2,3,Super built-up Area
2800000,985,Rajarhat,2,3,Super built-up Area
3615999,1069,Garia,3,4,Super built-up Area
2299000,1400,New Town,1,2,Super built-up Area
4199000,1200,New Town,2,2,Plot Area
4300000,1200,Behala,2,2,Super built-up Area
4500000,1400,Nayabad,3,3,Super built-up Area
4900000,1000,Behala,2,3,Super built-up Area
4119000,1130,Nayabad,2,3,Plot Area
3372000,675,Nayabad,2,3,Super built-up Area
2399000,891,Garia,2,3,Super built-up Area
3500000,950,Garia,2,2,Super built-up Area
2999000,950,Garia,4,2,Plot Area
2274000,1166,Keshtopur,2,3,Plot Area
2875000,1177,Nayabad,2,3,Built-up Area
2160000,929,Nayabad,3,1,Super built-up Area
2899000,771,Nayabad,2,3,Built-up Area
4700000,1028,Keshtopur,5,2,Plot Area
6300000,980,Nayabad,2,2,Super built-up Area
3599000,674,Rajarhat,3,3,Super built-up Area
2600000,1150,Khardah,3,2,Super built-up Area
2700000,900,Khardah,2,3,Super built-up Area
3500000,853,Garia,5,3,Super built-up Area
3300000,1160,Keshtopur,2,2,Super built-up Area
3400000,1220,Ganguly Bagan,3,3,Plot Area
3500000,940,Nayabad,3,2,Super built-up Area
2940000,885,Madhyamgram,4,1,Plot Area
2940000,885,Madhyamgram,2,3,Super built-up Area
3350000,1045,Madhyamgram,2,2,Super built-up Area
3200000,1045,Madhyamgram,3,3,Super built-up Area
22000000,1045,Madhyamgram,2,1,Built-up Area
14300000,1045,Madhyamgram,3,1,Super built-up Area
12300000,980,Sodepur,2,2,Plot Area
19800000,980,Sodepur,2,2,Super built-up Area
24000000,864,Bramhapur,2,3,Super built-up Area
23500000,953,Keshtopur,1,3,Super built-up Area
30000000,2620,Tangra,2,3,Super built-up Area
5450000,1913,Salt Lake City,1,3,Super built-up Area
5799000,1500,Salt Lake City,2,3,Super built-up Area
22000000,1840,Bhawanipur,2,2,Super built-up Area
14300000,2867,Bhawanipur,2,2,Super built-up Area
12300000,2253,Tangra,4,2,Plot Area
19800000,2943,Tangra,4,1,Built-up Area
24000000,1296,Patuli,3,3,Built-up Area
23500000,1150,Kasba,3,3,Plot Area
30000000,2620,Tangra,3,2,Super built-up Area
20500000,1913,Salt Lake City,3,3,Super built-up Area
9000000,1500,Salt Lake City,2,3,Plot Area
8500000,1840,Bhawanipur,2,2,Super built-up Area
12600000,2867,Bhawanipur,3,3,Super built-up Area
2900000,2253,Tangra,3,2,Built-up Area
2800000,2943,Tangra,6,2,Super built-up Area
13200000,2086,Kasba,4,2,Super built-up Area
3000000,1623,New Town,2,3,Super built-up Area
2900000,1160,Tangra,2,4,Built-up Area
2000000,1494,Tangra,5,2,Plot Area
11399999,950,Sodepur,2,3,Built-up Area
3000000,910,Sodepur,2,2,Super built-up Area
2900000,1660,Kalighat,2,3,Super built-up Area
2500000,700,Behala,1,3,Super built-up Area
3200000,818,Patuli,3,3,Super built-up Area
2337000,700,Garia,2,3,Super built-up Area
2800000,1648,New Town,4,2,Super built-up Area
2000000,700,Behala,2,2,Super built-up Area
3500000,818,Patuli,2,3,Super built-up Area
4700000,650,Tollygunge,1,2,Super built-up Area
11900000,1000,Paschim Barisha,3,3,Built-up Area
3200000,935,Rajarhat,2,2,Super built-up Area
6000000,820,Baguiati,2,4,Super built-up Area
8700000,550,Hussainpur,2,3,Super built-up Area
9500000,920,Hussainpur,4,1,Plot Area
4000000,850,Garia,8,3,Built-up Area
9498000,1712,Salt Lake City,2,4,Super built-up Area
4000000,1000,Garia,3,3,Plot Area
2478000,1734,Keshtopur,9,3,Plot Area
6700000,1404,Garfa,1,1,Super built-up Area
4100000,1550,Salt Lake City,2,2,Built-up Area
4499000,900,Dhakuria,3,3,Plot Area
3400000,1415,Salt Lake City,2,2,Super built-up Area
2999000,1250,Kutighat,2,2,Super built-up Area
4500000,885,Rahara,2,3,Super built-up Area
2700000,1250,Haltu,2,1,Super built-up Area
3000000,1065,Behala,3,3,Super built-up Area
3000000,963,Sonarpur,2,3,Super built-up Area
3000000,906,Keshtopur,2,3,Super built-up Area
5700000,980,Nayabad,2,4,Built-up Area
10000000,852,Haltu,8,2,Plot Area
5000000,800,Baguihati,3,1,Super built-up Area
2500000,890,Baguiati,5,3,Plot Area
3300000,920,Keshtopur,2,3,Super built-up Area
4100000,920,Keshtopur,4,2,Plot Area
2100000,1386,Hussainpur,2,4,Super built-up Area
4600000,1450,New Town,2,1,Super built-up Area
6100000,1360,Hussainpur,10,3,Plot Area
7600000,820,Baruipur,2,4,Super built-up Area
3650000,930,Garia,3,3,Plot Area
9400000,982,Garia,4,2,Super built-up Area
4600000,720,Tiljala,2,2,Super built-up Area
7300000,925,Behala,2,4,Built-up Area
7700000,850,Golf Green,4,1,Plot Area
5000000,1500,New Town,4,3,Super built-up Area
7423000,1130,Nayabad,4,3,Super built-up Area
7250000,1650,Howrah Railway Station,3,2,Built-up Area
4450000,1110,Maheshtala,3,3,Super built-up Area
4700000,999,Howrah,2,1,Built-up Area
3300000,2300,Howrah Railway Station,2,2,Super built-up Area
11700000,888,Tangra,2,3,Super built-up Area
5200000,1277,Tiljala,4,2,Built-up Area
4800000,999,Howrah,2,2,Super built-up Area
3200000,1110,Maheshtala,3,2,Built-up Area
2800000,901,New Town,1,2,Super built-up Area
4000000,650,New Town,3,4,Super built-up Area
4813000,1900,Tangra,2,4,Super built-up Area
3951000,1200,Mukundapur,3,3,Super built-up Area
3233000,1195,Mukundapur,3,3,Super built-up Area
4700000,1100,Behala,2,3,Super built-up Area
5300000,850,Behala,2,3,Super built-up Area
2400000,900,Dhakuria,4,2,Super built-up Area
4860000,1301,Rajarhat,3,2,Built-up Area
2699000,1068,Rajarhat,2,3,Built-up Area
2099000,874,Rajarhat,2,1,Built-up Area
10900000,1080,Ashok Nagar,3,3,Super built-up Area
6500000,1220,Ganguly Bagan,6,3,Plot Area
3500000,800,Keshtopur,2,2,Super built-up Area
3600000,1090,Keshtopur,2,3,Super built-up Area
13000000,850,Tiljala,2,1,Super built-up Area
10500000,620,Kasba,2,2,Super built-up Area
7500000,1550,Rajarhat,2,4,Super built-up Area
9600000,1240,Hussainpur,3,2,Super built-up Area
10500000,1240,Mukundapur,3,2,Built-up Area
7100000,860,Tagore Park,2,3,Super built-up Area
12500000,1712,Tangra,4,4,Built-up Area
10400000,1421,Salt Lake City,4,3,Plot Area
17000000,1032,Salt Lake City,2,3,Built-up Area
16000000,1550,Salt Lake City,2,2,Super built-up Area
10200000,1550,Salt Lake City,3,2,Super built-up Area
10500000,1032,Salt Lake City,2,3,Super built-up Area
10000000,1712,Salt Lake City,3,2,Carpet Area
4400000,1550,Salt Lake City,2,3,Super built-up Area
5300000,2300,Salt Lake City,2,2,Super built-up Area
5200000,2300,Salt Lake City,2,4,Super built-up Area
4200000,1421,Salt Lake City,2,2,Plot Area
4200000,1421,Salt Lake City,2,3,Built-up Area
4500000,1550,Salt Lake City,4,2,Built-up Area
4700000,915,Behala,2,4,Super built-up Area
6000000,1250,Madurdaha Hussainpur,3,2,Super built-up Area
6000000,1250,Hussainpur,4,2,Plot Area
5500000,920,Dhakuria,4,2,Super built-up Area
3500000,1150,Santoshpur,2,3,Plot Area
4000000,900,Dhakuria,7,3,Plot Area
3000000,1384,Madurdaha Hussainpur,1,2,Super built-up Area
3800000,1320,Madurdaha Hussainpur,2,2,Plot Area
4200000,1350,Madurdaha Hussainpur,2,3,Plot Area
5500000,1450,Hussainpur,2,3,Plot Area
6000000,1000,Kasba,2,3,Built-up Area
4500000,930,Hussainpur,2,1,Super built-up Area
6900000,600,Dhakuria,2,3,Super built-up Area
3100000,798,Dhakuria,3,3,Super built-up Area
4632000,1150,Garfa,2,2,Super built-up Area
5580000,1280,Hussainpur,3,3,Super built-up Area
2560000,1340,Hussainpur,2,3,Super built-up Area
4849000,900,Dhakuria,6,1,Super built-up Area
4500000,1376,Hussainpur,2,2,Super built-up Area
4100000,1000,Garia,2,3,Built-up Area
3000000,965,Bansdroni,2,3,Super built-up Area
3600000,1240,Garia,2,4,Super built-up Area
3450000,800,Tiljala,1,3,Built-up Area
4450000,1153,Hussainpur,2,3,Super built-up Area
5400000,1065,Behala,4,3,Super built-up Area
2800000,1065,Behala,2,3,Plot Area
4100000,895,Behala,3,2,Super built-up Area
4300000,895,Behala,3,2,Super built-up Area
5300000,895,Behala,3,1,Super built-up Area
3900000,1148,Behala,,3,Plot Area
4500000,1306,Behala,6,3,Super built-up Area
6498000,895,Behala,4,1,Built-up Area
4200000,872,Sonarpur,4,3,Super built-up Area
9000000,900,Sonarpur,2,3,Super built-up Area
9900000,1115,Sonarpur,2,3,Super built-up Area
7800000,854,Sonarpur,3,2,Plot Area
7600000,976,Sonarpur,3,3,Super built-up Area
9300000,1400,Shibpur,4,3,Super built-up Area
10400000,1250,Salt Lake City,4,3,Super built-up Area
7936000,1665,Buroshibtalla,4,1,Plot Area
13000000,1270,Tollygunge,2,3,Super built-up Area
5593000,1450,New Town,2,4,Super built-up Area
4383000,1420,New Town,3,2,Super built-up Area
6581999,1562,Dum Dum,3,2,Super built-up Area
2400000,1760,Dum Dum,2,1,Built-up Area
7600000,1310,Dum Dum,1,2,Built-up Area
5000000,1919,Alipore,3,1,Super built-up Area
3100000,1243,New Town,3,3,Super built-up Area
3200000,974,New Town,2,3,Built-up Area
4200000,997,Howrah,2,2,Built-up Area
11100000,1000,Dum Dum,2,3,Super built-up Area
8650000,2300,Howrah Railway Station,4,2,Plot Area
8650000,1100,Tagore Park,2,3,Super built-up Area
8159999,900,Tagore Park,2,2,Super built-up Area
4142000,1000,Liluah,2,3,Super built-up Area
3000000,1070,Kamalgazi,2,2,Super built-up Area
9350000,2052,Tangra,3,2,Super built-up Area
4500000,1535,Tangra,5,3,Built-up Area
2500000,1548,Tangra,2,2,Built-up Area
13000000,1454,Tangra,3,2,Super built-up Area
15600000,1840,Bankra,2,2,Super built-up Area
7100000,800,Ward No 113,2,3,Super built-up Area
11800000,1600,Howrah Railway Station,1,1,Built-up Area
9200000,900,New Town,2,2,Super built-up Area
7000000,783,Liluah,2,4,Super built-up Area
3000000,2210,Dum Dum,3,3,Plot Area
4400000,2520,Dum Dum,2,3,Super built-up Area
5100000,1150,Dum Dum,2,3,Super built-up Area
6500000,1920,Dum Dum,2,2,Built-up Area
2699000,1353,Bansdroni,2,1,Super built-up Area
2250000,1214,Kasba,2,2,Super built-up Area
2822000,720,Behala,6,2,Super built-up Area
32400000,930,Tollygunge,2,3,Super built-up Area
32400000,1300,Salkia,3,4,Built-up Area
4000000,1100,Garia,4,3,Built-up Area
2600000,710,Patuli,4,1,Super built-up Area
21500000,796,Sodepur,1,3,Built-up Area
17600000,836,Kasba,2,1,Super built-up Area
17800000,1750,Maniktala,2,3,Super built-up Area
17500000,1750,Maniktala,4,1,Plot Area
14500000,1050,Tiljala,2,2,Super built-up Area
9300000,845,Dum Dum,3,3,Super built-up Area
10400000,2393,Madurdaha Hussainpur,2,3,Super built-up Area
7936000,1965,Madurdaha Hussainpur,2,5,Built-up Area
7502000,1978,Madurdaha Hussainpur,2,4,Built-up Area
13200000,1954,Madurdaha Hussainpur,3,3,Super built-up Area
3800000,2074,Mukundapur,3,3,Super built-up Area
45000000,1562,Dum Dum,4,2,Plot Area
10000000,1760,Dum Dum,2,1,Super built-up Area
40000000,1310,Dum Dum,2,3,Super built-up Area
38000000,1070,Mukundapur,3,3,Built-up Area
5782000,1896,Mukundapur,2,3,Built-up Area
6500000,870,Regent Park,2,2,Super built-up Area
4700000,3440,Alipore,4,2,Plot Area
2868000,1112,Alipore,2,3,Super built-up Area
3000000,3000,Alipore,3,2,Built-up Area
9500000,4000,Topsia,4,3,Super built-up Area
9500000,1285,Sinthi,2,2,Super built-up Area
25000000,1350,Kasba,2,3,Super built-up Area
12000000,1180,Garia,2,3,Super built-up Area
6200000,1195,Dum Dum,4,3,Plot Area
2000000,833,Howrah,1,2,Built-up Area
11000000,1400,College Square,2,3,Super built-up Area
4400000,1050,Ballygunge,3,3,Super built-up Area
14000000,2100,Beniapukur,2,3,Super built-up Area
17000000,2100,New Town,2,4,Super built-up Area
26000000,1440,Joka,5,3,Built-up Area
13000000,800,Dum Dum,2,3,Super built-up Area
2797000,2100,Bow Bazaar,2,3,Super built-up Area
3375000,1148,Behala,3,2,Super built-up Area
42000000,1650,Beniapukur,2,2,Super built-up Area
9700000,2800,New Town,2,3,Super built-up Area
7600000,3400,Mominpore,2,3,Super built-up Area
11500000,1907,Narendrapur,3,3,Super built-up Area
9500000,1119,Dum Dum,2,4,Plot Area
9500000,1350,Dum Dum,2,2,Super built-up Area
25000000,4000,Topsia,3,3,Super built-up Area
12000000,1000,Ballygunge,4,3,Super built-up Area
6200000,1650,Garia,4,2,Plot Area
14000000,1650,East Kolkata Township,3,2,Super built-up Area
17000000,1400,College Square,4,2,Plot Area
26000000,1050,Ballygunge,2,2,Super built-up Area
13000000,2100,Beniapukur,2,2,Super built-up Area
2797000,2100,New Town,2,3,Super built-up Area
3375000,1440,Joka,3,2,Super built-up Area
42000000,1650,Beniapukur,3,3,Built-up Area
9700000,2800,New Town,3,4,Super built-up Area
7600000,3400,Mominpore,3,3,Built-up Area
