,area_type,total_sqft,bathrooms,price,bhk
3117,Plot Area,2400.0,3.0,36.0,3
3119,Plot Area,1200.0,3.0,10.5,3
3120,Plot Area,1200.0,2.0,13.5,2
3122,Plot Area,1500.0,2.0,8.5,1
3123,Plot Area,2801.25,4.0,46.2,5
3125,Plot Area,1688.12,2.0,27.0,2
3126,Plot Area,600.0,1.0,3.7,1
3127,Plot Area,1200.0,4.0,13.8,2
3128,Plot Area,4000.0,6.0,46.0,6
3131,Plot Area,1500.0,5.0,16.0,4
3132,Plot Area,1900.0,4.0,18.5,4
3134,Plot Area,2400.0,3.0,40.0,4
3138,Plot Area,2600.0,5.0,37.0,5
3139,Plot Area,1200.0,4.0,19.0,4
3143,Plot Area,1500.0,6.0,15.5,5
3144,Plot Area,980.0,3.0,8.0,3
3145,Plot Area,1500.0,2.0,23.0,2
3146,Plot Area,2800.0,4.0,37.5,4
3151,Plot Area,1200.0,2.0,13.0,2
3153,Plot Area,1600.0,2.0,16.0,2
3154,Plot Area,600.0,1.0,9.0,2
3156,Plot Area,500.0,2.0,8.0,1
3157,Plot Area,1350.0,1.0,5.5,1
3158,Plot Area,3200.0,4.0,35.0,4
3159,Plot Area,2064.0,5.0,22.5,4
3162,Plot Area,4800.0,4.0,60.0,3
3165,Plot Area,2250.0,5.0,24.0,5
3167,Plot Area,1800.0,3.0,20.4,3
3169,Plot Area,1350.0,4.0,17.5,4
3170,Plot Area,5000.0,4.0,53.6,4
3171,Plot Area,1500.0,3.0,16.2,4
3173,Plot Area,1200.0,3.0,20.0,3
3174,Plot Area,2600.0,3.0,37.5,3
3175,Plot Area,2350.0,5.0,32.5,5
3176,Plot Area,2100.0,1.0,20.0,2
3178,Plot Area,1350.0,4.0,23.0,4
3179,Plot Area,900.0,3.0,7.5,3
3180,Plot Area,1560.0,3.0,14.9,4
3188,Plot Area,1500.0,2.0,20.0,3
3189,Plot Area,1200.0,3.0,11.0,3
3190,Plot Area,2400.0,8.0,25.0,8
3191,Plot Area,1560.0,4.0,16.0,4
3193,Plot Area,1500.0,4.0,18.5,4
3194,Plot Area,1200.0,2.0,19.0,3
3195,Plot Area,1200.0,4.0,16.5,4
3196,Plot Area,1500.0,3.0,23.0,4
3198,Plot Area,1150.0,2.0,17.0,2
3199,Plot Area,1550.0,3.0,25.0,5
3203,Plot Area,3280.0,9.0,45.0,10
3204,Plot Area,1500.0,5.0,21.0,5
3205,Plot Area,935.0,2.0,7.8,2
3206,Plot Area,2400.0,5.0,40.8,5
3209,Plot Area,1200.0,4.0,18.0,4
3210,Plot Area,3009.0,3.0,33.0,3
3211,Plot Area,1200.0,4.0,19.0,4
3214,Plot Area,2800.0,3.0,40.0,3
3215,Plot Area,1448.0,4.0,11.8,3
3216,Plot Area,2500.0,2.0,30.0,3
3221,Plot Area,410.0,1.0,4.8,1
3223,Plot Area,880.0,1.0,9.0,2
3225,Plot Area,4800.0,4.0,55.0,4
3227,Plot Area,2400.0,2.0,25.0,4
3229,Plot Area,2400.0,3.0,34.8,3
3230,Plot Area,2500.0,3.0,25.0,3
3233,Plot Area,1200.0,3.0,11.0,3
3234,Plot Area,2000.0,2.0,27.5,3
3237,Plot Area,4304.0,4.0,69.9,4
3238,Plot Area,1575.0,4.0,25.0,4
3240,Plot Area,1200.0,5.0,15.0,4
3241,Plot Area,2400.0,4.0,32.5,5
3242,Plot Area,1200.0,4.0,12.5,4
3243,Plot Area,1600.0,4.0,20.0,4
3244,Plot Area,4000.0,5.0,42.5,5
3246,Plot Area,1240.0,4.0,11.0,4
3251,Plot Area,1200.0,3.0,14.9,3
3253,Plot Area,1200.0,4.0,10.5,4
3257,Plot Area,1500.0,1.0,21.8,2
3258,Plot Area,1740.0,4.0,17.5,4
3259,Plot Area,3500.0,5.0,45.0,4
3260,Plot Area,3150.0,7.0,37.5,7
3265,Plot Area,5400.0,5.0,47.5,4
3266,Plot Area,1350.0,1.0,14.5,1
3267,Plot Area,1520.0,3.0,16.5,3
3268,Plot Area,1000.0,1.0,6.0,1
3269,Plot Area,1200.0,4.0,12.5,4
3270,Plot Area,3250.0,5.0,39.5,5
3271,Plot Area,3500.0,4.0,55.0,4
3272,Plot Area,1440.0,4.0,24.0,4
3274,Plot Area,1200.0,4.0,12.0,4
3275,Plot Area,1892.0,3.0,20.0,3
3277,Plot Area,4250.0,4.0,61.0,4
3279,Plot Area,1600.0,3.0,18.5,4
3282,Plot Area,540.0,1.0,2.2,1
3287,Plot Area,1600.0,4.0,25.0,4
3289,Plot Area,2000.0,3.0,18.0,4
3291,Plot Area,1200.0,3.0,12.0,3
3292,Plot Area,1672.0,3.0,19.0,4
3293,Plot Area,3000.0,4.0,24.0,3
3294,Plot Area,1650.0,6.0,20.0,5
3295,Plot Area,1675.0,1.0,24.1,1
3296,Plot Area,1200.0,3.0,15.0,3
3298,Plot Area,1200.0,3.0,14.8,4
3300,Plot Area,600.0,2.0,7.2,2
3301,Plot Area,5656.0,5.0,49.9,3
3303,Plot Area,4723.0,4.0,50.0,4
3304,Plot Area,3508.0,4.0,38.6,4
3305,Plot Area,3700.0,4.0,40.0,4
3308,Plot Area,1500.0,4.0,23.5,4
3309,Plot Area,1040.0,2.0,10.9,3
3310,Plot Area,1750.0,3.0,18.5,4
3312,Plot Area,2400.0,2.0,36.0,3
3313,Plot Area,1350.0,4.0,23.5,4
3314,Plot Area,2400.0,4.0,30.0,3
3315,Plot Area,3734.0,5.0,43.0,4
3316,Plot Area,1300.0,3.0,14.5,3
3317,Plot Area,4007.0,4.0,53.0,4
3320,Plot Area,3150.0,4.0,50.0,4
3322,Plot Area,1200.0,4.0,11.0,4
3324,Plot Area,2900.0,3.0,29.7,3
3325,Plot Area,600.0,1.0,2.4,1
3327,Plot Area,4000.0,5.0,54.0,6
3328,Plot Area,1200.0,1.0,18.0,2
3329,Plot Area,754.0,2.0,6.999,2
3331,Plot Area,1200.0,2.0,13.0,3
3332,Plot Area,1314.0,2.0,22.5,2
3336,Plot Area,1344.0,3.0,13.0,4
3337,Plot Area,1740.0,3.0,15.0,3
3338,Plot Area,1250.0,4.0,13.5,4
3340,Plot Area,1200.0,4.0,15.5,4
3342,Plot Area,1350.0,1.0,12.0,3
3343,Plot Area,1750.0,4.0,26.3,4
3344,Plot Area,2400.0,4.0,22.8,4
3349,Plot Area,6688.0,6.0,70.0,4
3350,Plot Area,1200.0,4.0,12.5,4
3351,Plot Area,1200.0,3.0,11.0,3
3352,Plot Area,1688.0,2.0,28.0,2
3353,Plot Area,1160.0,2.0,13.0,2
3356,Plot Area,896.0,1.0,10.0,1
3358,Plot Area,2010.0,3.0,20.1,3
3361,Super built-up Area,1521.0,3.0,9.5,3
3364,Super built-up Area,2732.0,4.0,20.4,4
3368,Super built-up Area,1175.0,2.0,7.35,2
3372,Super built-up Area,1755.0,3.0,12.2,3
3373,Super built-up Area,1767.0,3.0,10.3,3
3374,Super built-up Area,510.0,1.0,2.525,1
3379,Super built-up Area,2475.0,4.0,18.6,4
3381,Super built-up Area,1760.0,2.0,12.3,3
3385,Super built-up Area,1724.0,3.0,12.5,3
3388,Super built-up Area,600.0,1.0,3.8,1
3389,Super built-up Area,1330.74,2.0,9.179,2
3391,Super built-up Area,1459.0,2.0,9.482,2
3393,Super built-up Area,1670.0,3.0,9.9,3
3394,Super built-up Area,1185.0,2.0,7.5,2
3397,Super built-up Area,840.0,2.0,4.5,2
3398,Super built-up Area,845.0,2.0,5.5,2
3399,Super built-up Area,1100.0,2.0,6.2,2
3403,Super built-up Area,1358.0,2.0,8.058,2
3404,Super built-up Area,1569.0,3.0,10.1,3
3405,Super built-up Area,1240.0,2.0,7.0,2
3406,Super built-up Area,2089.0,3.0,14.0,3
3409,Super built-up Area,1660.0,2.0,10.5,3
3410,Super built-up Area,1326.0,2.0,7.8,2
3412,Super built-up Area,1499.0,5.0,10.2,3
3413,Super built-up Area,1665.0,3.0,8.8,3
3415,Super built-up Area,1060.0,2.0,5.806,2
3417,Super built-up Area,1296.0,2.0,8.0,2
3418,Super built-up Area,1540.0,3.0,9.0,3
3420,Super built-up Area,2502.0,3.0,13.8,3
3425,Super built-up Area,1800.0,3.0,12.0,3
3426,Super built-up Area,1413.0,2.0,7.5,3
3429,Super built-up Area,1436.0,3.0,7.475,3
3430,Super built-up Area,1100.0,2.0,7.5,2
3431,Super built-up Area,1282.0,2.0,6.851999999999999,3
3432,Super built-up Area,945.0,2.0,5.4,2
3434,Super built-up Area,1535.0,3.0,8.3,3
3438,Super built-up Area,1260.0,2.0,8.504999999999999,3
3439,Super built-up Area,3050.0,5.0,21.3,5
3440,Super built-up Area,1563.05,3.0,10.5,3
3441,Super built-up Area,1000.0,2.0,6.0,2
3443,Super built-up Area,4000.0,7.0,22.5,7
3444,Super built-up Area,1828.0,3.0,11.0,3
3446,Super built-up Area,1710.0,4.0,9.131,3
3447,Super built-up Area,957.0,2.0,5.8,2
3451,Super built-up Area,1735.0,3.0,13.5,3
3452,Super built-up Area,2050.0,3.0,14.5,3
3454,Super built-up Area,1904.0,3.0,15.0,3
3456,Super built-up Area,1425.0,2.0,7.5,3
3458,Super built-up Area,1152.0,2.0,6.45,2
3462,Super built-up Area,2144.0,3.0,14.5,3
3463,Super built-up Area,1704.0,3.0,11.0,3
3468,Super built-up Area,1550.0,2.0,8.0,3
3470,Super built-up Area,1327.0,2.0,9.8,2
3474,Super built-up Area,1285.0,2.0,8.2,2
3475,Super built-up Area,912.0,2.0,7.0,3
3479,Super built-up Area,1359.0,2.0,8.7,2
3481,Super built-up Area,1475.0,3.0,7.829000000000001,3
3482,Super built-up Area,1580.0,3.0,10.0,3
3484,Super built-up Area,589.0,1.0,2.7,1
3485,Super built-up Area,1415.0,3.0,7.8,3
3486,Super built-up Area,1787.0,3.0,9.829,3
3487,Super built-up Area,1787.0,3.0,12.5,3
3488,Super built-up Area,1475.0,2.0,9.0,3
3491,Super built-up Area,1900.0,3.0,11.9,3
3497,Super built-up Area,1933.0,3.0,12.9,3
3498,Super built-up Area,1644.0,3.0,8.4,3
3499,Super built-up Area,1285.0,2.0,7.25,2
3502,Super built-up Area,2420.0,3.0,18.5,3
3503,Super built-up Area,1270.0,2.0,9.3,2
3504,Super built-up Area,1108.0,2.0,6.3,2
3505,Super built-up Area,3045.0,3.0,17.0,3
3506,Super built-up Area,1500.0,3.0,7.55,3
3513,Super built-up Area,1804.0,3.0,12.0,3
3515,Super built-up Area,1868.0,3.0,13.1,3
3517,Super built-up Area,2026.0,3.0,13.2,3
3518,Super built-up Area,1210.0,2.0,8.09,2
3519,Super built-up Area,1762.0,3.0,9.145,3
3522,Super built-up Area,1425.0,2.0,9.4,3
3528,Super built-up Area,1349.0,2.0,9.82,2
3531,Super built-up Area,2000.0,4.0,12.0,4
3532,Super built-up Area,1863.0,3.0,10.4,4
3534,Super built-up Area,1450.0,3.0,10.0,3
3535,Super built-up Area,1847.0,3.0,10.5,3
3537,Super built-up Area,525.0,1.0,2.6,1
3538,Super built-up Area,1665.0,3.0,9.5,3
3540,Super built-up Area,1850.0,3.0,15.0,3
3541,Super built-up Area,1438.0,2.0,10.0,2
3542,Super built-up Area,1560.0,3.0,11.5,3
3547,Super built-up Area,1280.0,2.0,7.5,2
3549,Super built-up Area,1385.0,2.0,8.309000000000001,2
3550,Super built-up Area,1128.0,2.0,6.5,2
3555,Super built-up Area,1000.0,2.0,6.7,2
3556,Super built-up Area,1192.0,2.0,7.4,2
3558,Super built-up Area,3122.0,6.0,23.0,4
3561,Super built-up Area,1325.0,2.0,7.6,2
3562,Super built-up Area,525.0,2.0,2.153,1
3563,Super built-up Area,1200.0,2.0,6.5,2
3565,Super built-up Area,1800.0,3.0,15.0,3
3568,Super built-up Area,630.0,1.0,2.835,1
3569,Super built-up Area,1762.0,3.0,12.5,3
3572,Super built-up Area,1308.0,2.0,8.904,2
3573,Super built-up Area,1200.0,3.0,9.0,3
3575,Super built-up Area,1075.0,2.0,6.0,2
3577,Super built-up Area,1050.0,2.0,6.5,2
3579,Super built-up Area,1600.0,2.0,10.8,3
3580,Super built-up Area,1935.0,3.0,11.0,3
3581,Super built-up Area,451.0,1.0,2.9899999999999998,1
3582,Super built-up Area,1800.0,3.0,9.5,3
3583,Super built-up Area,1400.0,3.0,7.7,3
3584,Super built-up Area,1801.0,3.0,11.5,3
3587,Super built-up Area,1826.0,3.0,12.1,3
3590,Super built-up Area,1693.0,3.0,10.8,3
3593,Super built-up Area,3252.0,4.0,23.0,4
3594,Super built-up Area,1175.0,2.0,8.2,2
3598,Super built-up Area,1125.0,2.0,6.2,2
3599,Super built-up Area,1991.0,4.0,10.3,3
3600,Super built-up Area,1105.0,2.0,7.5,2
3601,Super built-up Area,1590.0,3.0,7.9,3
3604,Super built-up Area,1933.0,3.0,14.0,3
3605,Super built-up Area,1150.0,2.0,6.9,2
3610,Super built-up Area,708.0,1.0,4.0,2
3611,Super built-up Area,1250.0,2.0,7.6,2
3612,Super built-up Area,1400.0,2.0,9.5,3
3614,Super built-up Area,1750.0,3.0,10.0,3
3616,Super built-up Area,1715.0,2.0,9.5,3
3617,Super built-up Area,1752.12,3.0,13.5,3
3620,Super built-up Area,1346.0,2.0,7.4030000000000005,2
3622,Super built-up Area,1620.0,3.0,9.8,3
3624,Super built-up Area,5000.0,9.0,36.0,11
3627,Super built-up Area,1760.0,2.0,13.0,3
3628,Super built-up Area,1800.0,3.0,11.0,3
3632,Super built-up Area,1270.0,2.0,9.8,2
3634,Super built-up Area,1200.0,2.0,7.4,2
3635,Super built-up Area,929.0,2.0,5.017,2
3638,Super built-up Area,1130.0,2.0,6.0,2
3639,Super built-up Area,1753.0,3.0,12.0,3
3640,Super built-up Area,4500.0,7.0,33.7,5
3641,Super built-up Area,1196.0,2.0,9.442,2
3642,Super built-up Area,1128.0,2.0,6.3,2
3647,Super built-up Area,1511.0,3.0,9.5,3
3653,Super built-up Area,1195.0,2.0,7.0,2
3654,Super built-up Area,1246.0,2.0,6.7,2
3656,Super built-up Area,2805.0,5.0,15.4,4
3658,Super built-up Area,1353.0,2.0,11.0,2
3659,Super built-up Area,1599.0,3.0,12.5,3
3660,Super built-up Area,1150.0,2.0,7.0,2
3666,Super built-up Area,1170.0,2.0,6.6,3
3670,Super built-up Area,5000.0,9.0,21.0,9
3672,Super built-up Area,1599.0,3.0,9.9,3
3676,Super built-up Area,3450.0,5.0,26.0,3
3680,Super built-up Area,525.0,1.0,2.725,1
3681,Super built-up Area,1056.0,2.0,8.0,2
3682,Super built-up Area,595.0,1.0,3.332,1
3683,Super built-up Area,2225.0,3.0,16.0,3
3684,Super built-up Area,1490.0,3.0,8.4,3
3685,Super built-up Area,1550.0,3.0,10.0,3
3686,Super built-up Area,1600.0,3.0,8.6,3
3687,Super built-up Area,2100.0,3.0,12.5,3
3689,Super built-up Area,1544.0,3.0,12.0,3
3691,Super built-up Area,1230.0,2.0,8.0,2
3692,Super built-up Area,1460.0,3.0,7.3,3
3693,Super built-up Area,715.0,1.0,4.6,1
3696,Super built-up Area,1253.0,2.0,10.2,2
3699,Super built-up Area,416.0,1.0,1.85,1
3703,Super built-up Area,1450.0,2.0,8.5,3
3704,Super built-up Area,2791.0,3.0,22.3,3
3705,Super built-up Area,2060.0,3.0,14.0,3
3710,Super built-up Area,1790.0,3.0,10.0,3
3711,Super built-up Area,1920.0,3.0,13.4,3
3712,Super built-up Area,711.0,1.0,3.6,1
3713,Super built-up Area,1500.0,3.0,9.5,3
3714,Super built-up Area,1720.0,3.0,10.0,3
3716,Super built-up Area,1200.0,2.0,8.5,2
3717,Super built-up Area,2250.0,3.0,16.0,3
3719,Super built-up Area,469.0,1.0,2.5,1
3720,Super built-up Area,3800.0,4.0,25.0,4
3725,Super built-up Area,750.0,1.0,4.0,1
3726,Super built-up Area,1180.0,2.0,8.0,2
3730,Super built-up Area,1128.0,2.0,6.0,2
3732,Super built-up Area,1100.0,2.0,5.8,3
3736,Super built-up Area,1260.0,2.0,6.739,2
3742,Super built-up Area,2072.0,3.0,10.8,3
3743,Super built-up Area,5520.0,2.0,37.5,5
3744,Super built-up Area,1350.0,3.0,7.7,3
3745,Super built-up Area,1180.0,2.0,7.8340000000000005,3
3746,Super built-up Area,1640.0,2.0,12.0,3
3751,Super built-up Area,1683.0,3.0,10.9,3
3752,Super built-up Area,1515.0,3.0,8.33,3
3754,Super built-up Area,1083.0,2.0,6.175,2
3756,Super built-up Area,1750.0,3.0,12.0,3
3762,Super built-up Area,1337.0,2.0,8.2,2
3764,Super built-up Area,1640.0,4.0,9.1,3
3766,Super built-up Area,1470.0,2.0,8.2,3
3768,Super built-up Area,1460.0,2.0,9.0,3
3773,Super built-up Area,1688.0,3.0,11.8,3
3778,Super built-up Area,2330.0,3.0,16.2,3
3783,Super built-up Area,2280.0,4.0,12.6,3
3784,Super built-up Area,1341.0,2.0,9.7,2
3785,Super built-up Area,1279.0,2.0,7.7,2
3792,Super built-up Area,775.0,2.0,5.5,2
3793,Super built-up Area,667.0,1.0,3.685,1
3795,Super built-up Area,735.0,2.0,5.799,2
3796,Super built-up Area,1750.0,3.0,13.0,3
3797,Super built-up Area,1215.0,2.0,6.7,2
3800,Super built-up Area,1779.0,3.0,8.961,3
3802,Super built-up Area,1975.0,3.0,15.0,3
3805,Super built-up Area,445.0,1.0,2.8,1
3806,Super built-up Area,1475.0,3.0,7.5,3
3807,Super built-up Area,1618.0,3.0,8.25,3
3808,Super built-up Area,1120.0,2.0,6.5,2
3809,Super built-up Area,2181.0,3.0,15.2,4
3811,Super built-up Area,1179.0,2.0,6.601999999999999,2
3812,Super built-up Area,1296.0,2.0,8.3,2
3813,Super built-up Area,1400.0,2.0,7.7,3
3817,Super built-up Area,1779.0,3.0,11.2,3
3819,Super built-up Area,1056.0,2.0,6.1,2
3823,Super built-up Area,1246.0,2.0,6.7299999999999995,2
3825,Super built-up Area,1349.0,2.0,9.8,2
3826,Super built-up Area,1566.0,3.0,8.33,3
3827,Super built-up Area,2830.0,3.0,19.5,4
3830,Super built-up Area,3670.0,4.0,30.0,4
3831,Super built-up Area,1950.0,4.0,13.0,4
3832,Super built-up Area,1695.0,3.0,9.0,3
3833,Super built-up Area,1705.0,3.0,9.5,3
3834,Super built-up Area,525.0,1.0,3.0,1
3836,Super built-up Area,1450.0,2.0,10.0,3
3837,Super built-up Area,1128.0,2.0,6.875,2
3839,Super built-up Area,1339.0,2.0,7.5,2
3843,Super built-up Area,1691.0,3.0,11.3,3
3847,Super built-up Area,1665.0,3.0,8.658,3
3849,Super built-up Area,1567.0,2.0,9.2,2
3853,Super built-up Area,1342.0,2.0,7.33,2
3856,Super built-up Area,1652.0,3.0,8.5,3
3857,Super built-up Area,2072.0,4.0,14.2,3
3858,Super built-up Area,1360.0,2.0,7.1,3
3859,Super built-up Area,1145.0,2.0,6.0,3
3860,Super built-up Area,1278.0,2.0,9.5,2
3861,Super built-up Area,630.0,1.0,4.0,1
3862,Super built-up Area,1100.0,3.0,5.8,3
3865,Super built-up Area,1180.0,2.0,6.9,2
3868,Super built-up Area,1385.0,2.0,8.0,2
3869,Super built-up Area,1005.0,2.0,5.578,2
3870,Super built-up Area,1575.0,3.0,12.5,3
3871,Super built-up Area,975.0,2.0,6.5,2
3872,Super built-up Area,1904.0,3.0,12.0,3
3873,Super built-up Area,930.0,1.0,3.0,1
3874,Super built-up Area,525.0,1.0,2.6,1
3875,Super built-up Area,1174.0,2.0,6.9,2
3876,Super built-up Area,2225.0,2.0,12.5,3
3877,Super built-up Area,918.0,2.0,5.2,2
3879,Super built-up Area,1800.0,3.0,11.0,3
3880,Super built-up Area,1710.0,3.0,10.7,3
3881,Super built-up Area,1082.0,2.0,5.75,3
3888,Super built-up Area,1935.0,4.0,13.0,3
3890,Super built-up Area,4348.5,2.0,30.4,4
3891,Super built-up Area,1282.0,2.0,8.7,2
3893,Super built-up Area,1495.0,2.0,7.95,2
3895,Super built-up Area,1500.0,2.0,9.5,3
3905,Super built-up Area,1350.0,2.0,8.0,2
3908,Super built-up Area,1325.0,2.0,7.154999999999999,2
3909,Super built-up Area,1396.0,2.0,8.651,3
3911,Super built-up Area,1825.0,3.0,10.0,3
3915,Super built-up Area,1891.0,3.0,10.9,3
3917,Super built-up Area,665.0,1.0,3.685,1
3918,Super built-up Area,1175.0,2.0,7.35,2
3919,Super built-up Area,2112.95,4.0,14.5,3
3920,Super built-up Area,600.0,1.0,2.2,1
3921,Super built-up Area,1810.0,3.0,10.0,3
3922,Super built-up Area,1200.0,2.0,9.3,2
3924,Super built-up Area,1548.0,3.0,8.95,3
3929,Super built-up Area,2268.0,3.0,16.3,4
3931,Super built-up Area,1141.0,2.0,6.2,2
3935,Super built-up Area,1843.0,3.0,9.584,3
3936,Super built-up Area,1460.0,2.0,8.05,2
3938,Super built-up Area,950.0,1.0,4.0,1
3940,Super built-up Area,711.0,1.0,3.8,1
3944,Super built-up Area,1250.0,2.0,6.875,3
3947,Super built-up Area,1800.0,3.0,9.0,3
3951,Super built-up Area,2169.0,4.0,11.5,3
3953,Super built-up Area,3235.0,3.0,23.5,3
3956,Super built-up Area,1100.0,2.0,7.0,2
3959,Super built-up Area,1464.0,2.0,10.5,3
3960,Super built-up Area,1234.0,2.0,8.0,2
3965,Super built-up Area,2805.0,4.0,15.4,4
3966,Super built-up Area,1161.0,2.0,6.4079999999999995,2
3967,Super built-up Area,1290.0,2.0,7.4,2
3968,Super built-up Area,2557.0,3.0,14.1,3
3971,Super built-up Area,1470.0,2.0,8.864,3
3973,Super built-up Area,1600.0,3.0,9.0,3
3975,Super built-up Area,1315.0,2.0,8.5,2
3978,Super built-up Area,1824.0,3.0,12.5,3
3979,Super built-up Area,1420.0,2.0,9.6,3
3981,Super built-up Area,1561.0,3.0,9.5,3
3983,Super built-up Area,1225.0,2.0,6.7379999999999995,2
3984,Super built-up Area,2144.0,3.0,13.5,3
3986,Super built-up Area,1639.0,3.0,11.0,3
3989,Super built-up Area,1575.0,3.0,7.8,3
3991,Super built-up Area,1082.0,2.0,5.6,3
3993,Super built-up Area,1665.0,3.0,8.658,3
3995,Super built-up Area,1691.0,2.0,10.2,3
4001,Super built-up Area,1192.0,2.0,7.5,2
4002,Super built-up Area,1920.0,3.0,11.5,3
4006,Super built-up Area,1570.0,3.0,8.0,3
4007,Super built-up Area,1093.0,2.0,7.0,2
4008,Super built-up Area,1039.0,2.0,8.0,2
4015,Super built-up Area,1520.0,2.0,7.5,3
4016,Super built-up Area,1360.0,2.0,9.5,2
4018,Super built-up Area,1330.0,2.0,9.25,2
4019,Super built-up Area,1937.0,3.0,16.0,3
4020,Super built-up Area,1128.0,2.0,6.5489999999999995,2
4022,Super built-up Area,1198.0,2.0,7.7,2
4025,Super built-up Area,1397.0,3.0,10.5,3
4027,Super built-up Area,700.0,1.0,3.8,1
4028,Super built-up Area,1170.0,2.0,6.25,2
4031,Super built-up Area,1897.0,3.0,12.0,3
4032,Super built-up Area,996.0,2.0,6.7,2
4033,Super built-up Area,1875.0,3.0,11.0,3
4034,Super built-up Area,1500.0,2.0,9.8,3
4036,Super built-up Area,697.0,1.0,4.5,1
4040,Super built-up Area,1281.0,2.0,7.4,2
4042,Super built-up Area,1510.0,2.0,10.5,3
4043,Super built-up Area,950.0,2.0,6.5,2
4044,Super built-up Area,1945.0,3.0,9.742,3
4046,Super built-up Area,1265.0,2.0,7.9,3
4047,Super built-up Area,1255.0,2.0,7.768000000000001,3
4049,Super built-up Area,1535.0,3.0,8.5,3
4050,Super built-up Area,1475.0,2.0,12.0,3
4055,Super built-up Area,1697.0,3.0,9.479000000000001,3
4056,Super built-up Area,1651.0,3.0,9.738,3
4057,Super built-up Area,1192.0,2.0,6.0,3
4058,Super built-up Area,1349.0,2.0,7.8,2
4059,Super built-up Area,1680.0,3.0,12.0,3
4064,Super built-up Area,1621.0,4.0,13.0,3
4066,Super built-up Area,500.0,1.0,2.0,1
4067,Super built-up Area,485.0,1.0,1.5,1
4070,Super built-up Area,1408.0,2.0,8.5,2
4071,Super built-up Area,1410.0,2.0,7.5,3
4072,Super built-up Area,1535.0,3.0,7.8,3
4073,Super built-up Area,1400.0,2.0,7.8,2
4074,Super built-up Area,500.0,1.0,2.5,1
4075,Super built-up Area,1984.0,4.0,14.6,3
4076,Super built-up Area,1960.0,3.0,16.0,3
4078,Super built-up Area,3024.0,5.0,24.8,4
4079,Super built-up Area,1586.0,3.0,10.0,3
4083,Super built-up Area,924.0,2.0,6.5,2
4089,Super built-up Area,1050.0,2.0,6.7,2
4090,Super built-up Area,1565.0,3.0,8.85,3
4092,Super built-up Area,630.0,1.0,3.9,1
4094,Super built-up Area,1542.0,2.0,8.5,3
4095,Super built-up Area,3596.0,5.0,29.0,4
4099,Super built-up Area,1596.0,3.0,10.5,3
4102,Super built-up Area,1535.0,3.0,8.6,3
4105,Super built-up Area,665.0,1.0,5.075,1
4106,Super built-up Area,3356.0,4.0,25.1,4
4110,Super built-up Area,1121.0,2.0,7.8,2
4113,Super built-up Area,1606.0,3.0,8.955,3
4114,Super built-up Area,1206.0,2.0,7.5,2
4115,Super built-up Area,1210.0,2.0,7.2,2
4118,Super built-up Area,680.0,1.0,4.4,1
4119,Super built-up Area,1355.0,3.0,8.387,3
4124,Super built-up Area,1610.0,3.0,9.0,3
4127,Super built-up Area,3467.86,6.0,24.9,4
4129,Super built-up Area,980.0,2.0,6.9,2
4131,Super built-up Area,1280.0,2.0,7.5,2
4132,Super built-up Area,1265.0,2.0,8.5,2
4135,Super built-up Area,1515.0,3.0,8.8,3
4136,Super built-up Area,1655.0,3.0,8.606,3
4137,Super built-up Area,2060.0,3.0,14.9,3
4138,Super built-up Area,1730.0,3.0,9.6,3
4139,Super built-up Area,1650.0,3.0,12.5,3
4142,Super built-up Area,1380.0,2.0,8.0,2
4144,Super built-up Area,1200.0,2.0,7.8,2
4145,Super built-up Area,1639.0,3.0,9.831999999999999,3
4147,Super built-up Area,1739.0,3.0,11.6,3
4149,Super built-up Area,510.0,1.0,2.525,1
4154,Super built-up Area,1519.0,3.0,9.3,3
4155,Super built-up Area,1150.0,2.0,7.220000000000001,2
4156,Super built-up Area,1146.0,2.0,7.0,2
4158,Super built-up Area,1700.0,3.0,11.0,3
4163,Super built-up Area,1105.0,2.0,6.5,2
4164,Super built-up Area,1850.0,3.0,10.0,3
4166,Super built-up Area,1300.0,2.0,6.9,3
4169,Super built-up Area,1093.0,2.0,6.5,2
4171,Super built-up Area,1654.0,3.0,10.0,3
4176,Super built-up Area,1330.0,2.0,7.1,2
4179,Super built-up Area,440.0,1.0,1.65,1
4180,Super built-up Area,1614.0,3.0,9.5,3
4184,Super built-up Area,1100.0,2.0,6.2700000000000005,2
4188,Super built-up Area,1890.0,4.0,12.7,3
4190,Super built-up Area,650.0,1.0,3.8,1
4191,Super built-up Area,764.0,1.0,3.2,1
4194,Super built-up Area,1030.0,2.0,5.5,2
4198,Super built-up Area,1080.0,2.0,8.0,2
4199,Super built-up Area,1360.0,2.0,8.5,3
4200,Super built-up Area,1865.0,3.0,12.4,3
4201,Super built-up Area,1157.0,2.0,7.5,3
4203,Super built-up Area,1405.0,2.0,7.8,3
4205,Super built-up Area,1790.0,3.0,12.7,3
4206,Super built-up Area,1128.0,2.0,6.565,2
4207,Super built-up Area,1180.0,2.0,7.0,2
4210,Super built-up Area,1246.0,2.0,6.8,2
4218,Super built-up Area,628.0,1.0,2.4,1
4220,Super built-up Area,1765.0,3.0,12.5,3
4221,Super built-up Area,1532.0,3.0,9.2,3
4222,Super built-up Area,1200.0,2.0,7.5,2
4225,Super built-up Area,2225.0,3.0,11.5,3
4227,Super built-up Area,1525.0,2.0,12.2,3
4230,Super built-up Area,1272.0,2.0,9.504999999999999,2
